"","age","rate","value"
"1","50_to_54",157,2946
"2","85_to_89",581.9,3078
"3","45_to_49",155.9,2672
"4","60_to_64",132.9,2106
"5","10_to_14",5.4,93
"6","0_to_4",10.6,171
"7","80_to_84",377.6,3038
"8","90+",770.3,2704
"9","55_to_59",135,2673
"10","5_to_9",3.7,68
"11","70_to_74",145.8,2113
"12","25_to_29",132.2,2241
"13","15_to_19",14.5,237
"14","75_to_79",244.8,2546
"15","20_to_24",65.5,984
"16","35_to_39",103.1,1967
"17","40_to_44",112.9,2127
"18","30_to_34",123.2,2302
"19","65_to_69",116.8,1687
