"","age","rate","value"
"1","0_to_4",1573.7,26646
"2","80_to_84",4238.5,26934
"3","85_to_89",6219.2,21820
"4","70_to_74",2692.3,35811
"5","25_to_29",6319.3,113287
"6","40_to_44",5080,93934
"7","45_to_49",5597.8,95173
"8","90+",9081.2,15096
"9","55_to_59",4530,87290
"10","30_to_34",5690.3,110000
"11","60_to_64",4265.3,65142
"12","15_to_19",5049.4,86823
"13","20_to_24",7013.2,111349
"14","65_to_69",3126.4,42294
"15","35_to_39",5317.3,101059
"16","50_to_54",5313.3,97728
"17","5_to_9",1771,32048
"18","75_to_79",3225,29048
"19","10_to_14",2944.4,53366
