"","age","rate","value"
"1","75_to_79",678.7,6113
"2","20_to_24",105.1,1669
"3","25_to_29",184.7,3311
"4","55_to_59",313.1,6034
"5","90+",2573.5,4278
"6","85_to_89",1732.1,6077
"7","40_to_44",222.4,4113
"8","5_to_9",12.5,227
"9","15_to_19",32.2,553
"10","60_to_64",354.6,5415
"11","80_to_84",1093.7,6950
"12","0_to_4",22.4,380
"13","70_to_74",401.8,5345
"14","35_to_39",193.7,3681
"15","45_to_49",301.6,5128
"16","65_to_69",341.9,4625
"17","10_to_14",13.6,247
"18","50_to_54",323.6,5952
"19","30_to_34",194.6,3762
