"","age","rate","value"
"1","30_to_34",650,12144
"2","20_to_24",634,9526
"3","0_to_4",65.2,1048
"4","5_to_9",61.6,1147
"5","15_to_19",216.6,3541
"6","90+",3453.7,12124
"7","25_to_29",769.5,13044
"8","65_to_69",341.2,4927
"9","60_to_64",520.1,8242
"10","10_to_14",76.7,1324
"11","85_to_89",2030.3,10739
"12","40_to_44",574.7,10830
"13","45_to_49",715.4,12263
"14","75_to_79",638.7,6642
"15","55_to_59",598.5,11853
"16","35_to_39",553.4,10556
"17","80_to_84",1135.5,9135
"18","50_to_54",706.6,13259
"19","70_to_74",366.1,5306
