age,rate,value
0_to_4,2211.7,1788
5_to_9,1681.7,1877
10_to_14,3110.2,2786
15_to_19,7714.6,6797
20_to_24,12109.9,10061
25_to_29,10113.6,9715
30_to_34,8907.1,9060
35_to_39,8580.3,8296
40_to_44,8195.3,7663
45_to_49,9802.8,8420
50_to_54,8948.8,9136
55_to_59,7246.4,8202
60_to_64,5748.2,5688
65_to_69,3449.5,3228
70_to_74,3062.1,2837
75_to_79,3797.4,2555
80_to_84,5294.8,2651
85_to_89,7939.8,2579
90+,13042,2716
