"","age","rate","value"
"1","75_to_79",863.8,7780
"2","15_to_19",104.4,1795
"3","0_to_4",51.3,868
"4","85_to_89",2269.1,7961
"5","55_to_59",447.4,8622
"6","40_to_44",364.7,6743
"7","25_to_29",355.5,6374
"8","10_to_14",58.9,1068
"9","20_to_24",256.8,4077
"10","50_to_54",470.2,8648
"11","65_to_69",460.1,6224
"12","70_to_74",522.5,6950
"13","60_to_64",487.9,7451
"14","30_to_34",363.9,7034
"15","80_to_84",1420.6,9027
"16","90+",3478.2,5782
"17","45_to_49",458,7787
"18","35_to_39",346.5,6586
"19","5_to_9",51.6,934
