age,date,cases,age_num,age_format,cases_tot,cases_norm
90+,2020-04-30,363,90,90+,4266,0.0850914205344585
0_to_4,2020-05-01,5,0,0-4,4061,0.0012312238364934746
5_to_9,2020-05-01,14,5,5-9,4061,0.003447426742181729
10_to_14,2020-05-01,11,10,10-14,4061,0.002708692440285644
15_to_19,2020-05-01,67,15,15-19,4061,0.016498399409012557
20_to_24,2020-05-01,221,20,20-24,4061,0.05442009357301157
25_to_29,2020-05-01,349,25,25-29,4061,0.08593942378724452
30_to_34,2020-05-01,281,30,30-34,4061,0.06919477961093327
35_to_39,2020-05-01,262,35,35-39,4061,0.06451612903225806
40_to_44,2020-05-01,279,40,40-44,4061,0.06870229007633588
45_to_49,2020-05-01,343,45,45-49,4061,0.08446195518345236
50_to_54,2020-05-01,345,50,50-54,4061,0.08495444471804973
55_to_59,2020-05-01,283,55,55-59,4061,0.06968726914553065
60_to_64,2020-05-01,234,60,60-64,4061,0.057621275547894604
65_to_69,2020-05-01,140,65,65-69,4061,0.034474267421817285
70_to_74,2020-05-01,127,70,70-74,4061,0.03127308544693425
75_to_79,2020-05-01,177,75,75-79,4061,0.043585323811869
80_to_84,2020-05-01,264,80,80-84,4061,0.06500861856685546
85_to_89,2020-05-01,305,85,85-89,4061,0.07510465402610195
90+,2020-05-01,354,90,90+,4061,0.087170647623738
0_to_4,2020-05-02,8,0,0-4,2706,0.0029563932002956393
5_to_9,2020-05-02,6,5,5-9,2706,0.0022172949002217295
10_to_14,2020-05-02,11,10,10-14,2706,0.0040650406504065045
15_to_19,2020-05-02,27,15,15-19,2706,0.009977827050997782
20_to_24,2020-05-02,143,20,20-24,2706,0.052845528455284556
25_to_29,2020-05-02,177,25,25-29,2706,0.06541019955654102
30_to_34,2020-05-02,195,30,30-34,2706,0.07206208425720621
35_to_39,2020-05-02,187,35,35-39,2706,0.06910569105691057
40_to_44,2020-05-02,175,40,40-44,2706,0.0646711012564671
45_to_49,2020-05-02,205,45,45-49,2706,0.07575757575757576
50_to_54,2020-05-02,225,50,50-54,2706,0.08314855875831485
55_to_59,2020-05-02,228,55,55-59,2706,0.08425720620842572
60_to_64,2020-05-02,150,60,60-64,2706,0.05543237250554324
65_to_69,2020-05-02,93,65,65-69,2706,0.03436807095343681
70_to_74,2020-05-02,96,70,70-74,2706,0.03547671840354767
75_to_79,2020-05-02,118,75,75-79,2706,0.04360679970436068
80_to_84,2020-05-02,201,80,80-84,2706,0.07427937915742794
85_to_89,2020-05-02,205,85,85-89,2706,0.07575757575757576
90+,2020-05-02,256,90,90+,2706,0.09460458240946046
0_to_4,2020-05-03,5,0,0-4,2540,0.001968503937007874
5_to_9,2020-05-03,9,5,5-9,2540,0.003543307086614173
10_to_14,2020-05-03,11,10,10-14,2540,0.004330708661417323
15_to_19,2020-05-03,56,15,15-19,2540,0.02204724409448819
20_to_24,2020-05-03,151,20,20-24,2540,0.0594488188976378
25_to_29,2020-05-03,180,25,25-29,2540,0.07086614173228346
30_to_34,2020-05-03,168,30,30-34,2540,0.06614173228346457
35_to_39,2020-05-03,165,35,35-39,2540,0.06496062992125984
40_to_44,2020-05-03,172,40,40-44,2540,0.06771653543307087
45_to_49,2020-05-03,200,45,45-49,2540,0.07874015748031496
50_to_54,2020-05-03,198,50,50-54,2540,0.07795275590551182
55_to_59,2020-05-03,194,55,55-59,2540,0.07637795275590552
60_to_64,2020-05-03,139,60,60-64,2540,0.0547244094488189
65_to_69,2020-05-03,101,65,65-69,2540,0.03976377952755906
70_to_74,2020-05-03,74,70,70-74,2540,0.029133858267716535
75_to_79,2020-05-03,106,75,75-79,2540,0.04173228346456693
80_to_84,2020-05-03,174,80,80-84,2540,0.06850393700787402
85_to_89,2020-05-03,230,85,85-89,2540,0.09055118110236221
90+,2020-05-03,207,90,90+,2540,0.08149606299212599
0_to_4,2020-05-04,10,0,0-4,2820,0.0035460992907801418
5_to_9,2020-05-04,14,5,5-9,2820,0.004964539007092199
10_to_14,2020-05-04,11,10,10-14,2820,0.003900709219858156
15_to_19,2020-05-04,55,15,15-19,2820,0.01950354609929078
20_to_24,2020-05-04,116,20,20-24,2820,0.04113475177304964
25_to_29,2020-05-04,162,25,25-29,2820,0.0574468085106383
30_to_34,2020-05-04,204,30,30-34,2820,0.07234042553191489
35_to_39,2020-05-04,139,35,35-39,2820,0.04929078014184397
40_to_44,2020-05-04,167,40,40-44,2820,0.05921985815602837
45_to_49,2020-05-04,184,45,45-49,2820,0.06524822695035461
50_to_54,2020-05-04,212,50,50-54,2820,0.075177304964539
55_to_59,2020-05-04,201,55,55-59,2820,0.07127659574468086
60_to_64,2020-05-04,145,60,60-64,2820,0.051418439716312055
65_to_69,2020-05-04,89,65,65-69,2820,0.03156028368794326
70_to_74,2020-05-04,123,70,70-74,2820,0.043617021276595745
75_to_79,2020-05-04,158,75,75-79,2820,0.05602836879432624
80_to_84,2020-05-04,224,80,80-84,2820,0.07943262411347518
85_to_89,2020-05-04,287,85,85-89,2820,0.10177304964539007
90+,2020-05-04,319,90,90+,2820,0.11312056737588652
0_to_4,2020-05-05,4,0,0-4,3122,0.0012812299807815502
5_to_9,2020-05-05,22,5,5-9,3122,0.007046764894298526
10_to_14,2020-05-05,30,10,10-14,3122,0.009609224855861628
15_to_19,2020-05-05,54,15,15-19,3122,0.01729660474055093
20_to_24,2020-05-05,166,20,20-24,3122,0.053171044202434334
25_to_29,2020-05-05,208,25,25-29,3122,0.06662395900064061
30_to_34,2020-05-05,236,30,30-34,3122,0.07559256886611147
35_to_39,2020-05-05,213,35,35-39,3122,0.06822549647661755
40_to_44,2020-05-05,199,40,40-44,3122,0.06374119154388212
45_to_49,2020-05-05,251,45,45-49,3122,0.08039718129404227
50_to_54,2020-05-05,223,50,50-54,3122,0.07142857142857142
55_to_59,2020-05-05,238,55,55-59,3122,0.07623318385650224
60_to_64,2020-05-05,172,60,60-64,3122,0.05509288917360666
65_to_69,2020-05-05,104,65,65-69,3122,0.033311979500320305
70_to_74,2020-05-05,105,70,70-74,3122,0.033632286995515695
75_to_79,2020-05-05,149,75,75-79,3122,0.04772581678411275
80_to_84,2020-05-05,187,80,80-84,3122,0.05989750160153748
85_to_89,2020-05-05,269,85,85-89,3122,0.08616271620755926
90+,2020-05-05,292,90,90+,3122,0.09352978859705317
0_to_4,2020-05-06,8,0,0-4,3242,0.0024676125848241827
5_to_9,2020-05-06,24,5,5-9,3242,0.007402837754472548
10_to_14,2020-05-06,35,10,10-14,3242,0.0107958050586058
15_to_19,2020-05-06,62,15,15-19,3242,0.019123997532387416
20_to_24,2020-05-06,158,20,20-24,3242,0.048735348550277606
25_to_29,2020-05-06,273,25,25-29,3242,0.08420727945712524
30_to_34,2020-05-06,224,30,30-34,3242,0.06909315237507711
35_to_39,2020-05-06,198,35,35-39,3242,0.06107341147439852
40_to_44,2020-05-06,208,40,40-44,3242,0.06415792720542875
45_to_49,2020-05-06,237,45,45-49,3242,0.0731030228254164
50_to_54,2020-05-06,279,50,50-54,3242,0.08605798889574337
55_to_59,2020-05-06,259,55,55-59,3242,0.0798889574336829
60_to_64,2020-05-06,182,60,60-64,3242,0.056138186304750155
65_to_69,2020-05-06,111,65,65-69,3242,0.03423812461443553
70_to_74,2020-05-06,116,70,70-74,3242,0.03578038247995065
75_to_79,2020-05-06,135,75,75-79,3242,0.04164096236890808
80_to_84,2020-05-06,214,80,80-84,3242,0.06600863664404688
85_to_89,2020-05-06,256,85,85-89,3242,0.07896360271437385
90+,2020-05-06,263,90,90+,3242,0.081122763726095
0_to_4,2020-05-07,5,0,0-4,3180,0.0015723270440251573
5_to_9,2020-05-07,25,5,5-9,3180,0.007861635220125786
10_to_14,2020-05-07,24,10,10-14,3180,0.007547169811320755
15_to_19,2020-05-07,68,15,15-19,3180,0.021383647798742137
20_to_24,2020-05-07,171,20,20-24,3180,0.05377358490566038
25_to_29,2020-05-07,212,25,25-29,3180,0.06666666666666667
30_to_34,2020-05-07,212,30,30-34,3180,0.06666666666666667
35_to_39,2020-05-07,195,35,35-39,3180,0.06132075471698113
40_to_44,2020-05-07,180,40,40-44,3180,0.05660377358490566
45_to_49,2020-05-07,207,45,45-49,3180,0.06509433962264151
50_to_54,2020-05-07,267,50,50-54,3180,0.08396226415094339
55_to_59,2020-05-07,239,55,55-59,3180,0.07515723270440251
60_to_64,2020-05-07,187,60,60-64,3180,0.05880503144654088
65_to_69,2020-05-07,115,65,65-69,3180,0.036163522012578615
70_to_74,2020-05-07,104,70,70-74,3180,0.03270440251572327
75_to_79,2020-05-07,152,75,75-79,3180,0.04779874213836478
80_to_84,2020-05-07,214,80,80-84,3180,0.06729559748427673
85_to_89,2020-05-07,286,85,85-89,3180,0.08993710691823899
90+,2020-05-07,317,90,90+,3180,0.09968553459119497
0_to_4,2020-05-08,6,0,0-4,2606,0.0023023791250959325
5_to_9,2020-05-08,19,5,5-9,2606,0.0072908672294704525
10_to_14,2020-05-08,29,10,10-14,2606,0.011128165771297006
15_to_19,2020-05-08,72,15,15-19,2606,0.02762854950115119
20_to_24,2020-05-08,159,20,20-24,2606,0.06101304681504221
25_to_29,2020-05-08,199,25,25-29,2606,0.07636224098234842
30_to_34,2020-05-08,221,30,30-34,2606,0.08480429777436685
35_to_39,2020-05-08,167,35,35-39,2606,0.06408288564850345
40_to_44,2020-05-08,194,40,40-44,2606,0.07444359171143515
45_to_49,2020-05-08,199,45,45-49,2606,0.07636224098234842
50_to_54,2020-05-08,224,50,50-54,2606,0.08595548733691481
55_to_59,2020-05-08,190,55,55-59,2606,0.07290867229470453
60_to_64,2020-05-08,113,60,60-64,2606,0.04336147352264006
65_to_69,2020-05-08,88,65,65-69,2606,0.03376822716807368
70_to_74,2020-05-08,88,70,70-74,2606,0.03376822716807368
75_to_79,2020-05-08,93,75,75-79,2606,0.03568687643898695
80_to_84,2020-05-08,152,80,80-84,2606,0.05832693783576362
85_to_89,2020-05-08,171,85,85-89,2606,0.06561780506523407
90+,2020-05-08,222,90,90+,2606,0.0851880276285495
0_to_4,2020-05-09,8,0,0-4,1785,0.004481792717086834
5_to_9,2020-05-09,11,5,5-9,1785,0.0061624649859943975
10_to_14,2020-05-09,16,10,10-14,1785,0.008963585434173669
15_to_19,2020-05-09,35,15,15-19,1785,0.0196078431372549
20_to_24,2020-05-09,118,20,20-24,1785,0.06610644257703081
25_to_29,2020-05-09,130,25,25-29,1785,0.07282913165266107
30_to_34,2020-05-09,122,30,30-34,1785,0.06834733893557422
35_to_39,2020-05-09,124,35,35-39,1785,0.06946778711484594
40_to_44,2020-05-09,127,40,40-44,1785,0.0711484593837535
45_to_49,2020-05-09,149,45,45-49,1785,0.08347338935574229
50_to_54,2020-05-09,149,50,50-54,1785,0.08347338935574229
55_to_59,2020-05-09,136,55,55-59,1785,0.0761904761904762
60_to_64,2020-05-09,86,60,60-64,1785,0.048179271708683476
65_to_69,2020-05-09,51,65,65-69,1785,0.02857142857142857
70_to_74,2020-05-09,73,70,70-74,1785,0.04089635854341737
75_to_79,2020-05-09,88,75,75-79,1785,0.04929971988795518
80_to_84,2020-05-09,107,80,80-84,1785,0.05994397759103642
85_to_89,2020-05-09,123,85,85-89,1785,0.06890756302521009
90+,2020-05-09,132,90,90+,1785,0.07394957983193277
0_to_4,2020-05-10,5,0,0-4,1999,0.0025012506253126563
5_to_9,2020-05-10,20,5,5-9,1999,0.010005002501250625
10_to_14,2020-05-10,21,10,10-14,1999,0.010505252626313157
15_to_19,2020-05-10,42,15,15-19,1999,0.021010505252626314
20_to_24,2020-05-10,93,20,20-24,1999,0.04652326163081541
25_to_29,2020-05-10,163,25,25-29,1999,0.0815407703851926
30_to_34,2020-05-10,160,30,30-34,1999,0.080040020010005
35_to_39,2020-05-10,119,35,35-39,1999,0.05952976488244122
40_to_44,2020-05-10,141,40,40-44,1999,0.07053526763381691
45_to_49,2020-05-10,147,45,45-49,1999,0.0735367683841921
50_to_54,2020-05-10,157,50,50-54,1999,0.0785392696348174
55_to_59,2020-05-10,149,55,55-59,1999,0.07453726863431716
60_to_64,2020-05-10,119,60,60-64,1999,0.05952976488244122
65_to_69,2020-05-10,73,65,65-69,1999,0.03651825912956478
70_to_74,2020-05-10,63,70,70-74,1999,0.03151575787893947
75_to_79,2020-05-10,94,75,75-79,1999,0.04702351175587794
80_to_84,2020-05-10,127,80,80-84,1999,0.06353176588294147
85_to_89,2020-05-10,138,85,85-89,1999,0.06903451725862932
90+,2020-05-10,168,90,90+,1999,0.08404202101050526
0_to_4,2020-05-11,13,0,0-4,3040,0.0042763157894736845
5_to_9,2020-05-11,18,5,5-9,3040,0.0059210526315789476
10_to_14,2020-05-11,26,10,10-14,3040,0.008552631578947369
15_to_19,2020-05-11,51,15,15-19,3040,0.016776315789473684
20_to_24,2020-05-11,147,20,20-24,3040,0.048355263157894735
25_to_29,2020-05-11,221,25,25-29,3040,0.07269736842105264
30_to_34,2020-05-11,210,30,30-34,3040,0.06907894736842106
35_to_39,2020-05-11,182,35,35-39,3040,0.05986842105263158
40_to_44,2020-05-11,182,40,40-44,3040,0.05986842105263158
45_to_49,2020-05-11,229,45,45-49,3040,0.07532894736842105
50_to_54,2020-05-11,223,50,50-54,3040,0.07335526315789474
55_to_59,2020-05-11,209,55,55-59,3040,0.06875
60_to_64,2020-05-11,159,60,60-64,3040,0.05230263157894737
65_to_69,2020-05-11,110,65,65-69,3040,0.03618421052631579
70_to_74,2020-05-11,117,70,70-74,3040,0.03848684210526316
75_to_79,2020-05-11,146,75,75-79,3040,0.04802631578947368
80_to_84,2020-05-11,225,80,80-84,3040,0.07401315789473684
85_to_89,2020-05-11,247,85,85-89,3040,0.08125
90+,2020-05-11,325,90,90+,3040,0.1069078947368421
0_to_4,2020-05-12,7,0,0-4,2899,0.002414625733011383
5_to_9,2020-05-12,24,5,5-9,2899,0.008278716798896172
10_to_14,2020-05-12,23,10,10-14,2899,0.00793377026560883
15_to_19,2020-05-12,62,15,15-19,2899,0.02138668506381511
20_to_24,2020-05-12,167,20,20-24,2899,0.05760607105898586
25_to_29,2020-05-12,211,25,25-29,2899,0.07278371852362883
30_to_34,2020-05-12,208,30,30-34,2899,0.07174887892376682
35_to_39,2020-05-12,188,35,35-39,2899,0.06484994825802001
40_to_44,2020-05-12,174,40,40-44,2899,0.06002069679199724
45_to_49,2020-05-12,213,45,45-49,2899,0.07347361159020352
50_to_54,2020-05-12,216,50,50-54,2899,0.07450845119006554
55_to_59,2020-05-12,179,55,55-59,2899,0.06174542945843394
60_to_64,2020-05-12,170,60,60-64,2899,0.058640910658847877
65_to_69,2020-05-12,82,65,65-69,2899,0.028285615729561918
70_to_74,2020-05-12,96,70,70-74,2899,0.03311486719558469
75_to_79,2020-05-12,145,75,75-79,2899,0.05001724732666437
80_to_84,2020-05-12,189,80,80-84,2899,0.06519489479130734
85_to_89,2020-05-12,262,85,85-89,2899,0.0903759917212832
90+,2020-05-12,283,90,90+,2899,0.09761986892031735
0_to_4,2020-05-13,10,0,0-4,2853,0.0035050823694356818
5_to_9,2020-05-13,23,5,5-9,2853,0.008061689449702068
10_to_14,2020-05-13,35,10,10-14,2853,0.012267788293024886
15_to_19,2020-05-13,65,15,15-19,2853,0.02278303540133193
20_to_24,2020-05-13,143,20,20-24,2853,0.05012267788293025
25_to_29,2020-05-13,214,25,25-29,2853,0.07500876270592359
30_to_34,2020-05-13,196,30,30-34,2853,0.06869961444093936
35_to_39,2020-05-13,170,35,35-39,2853,0.05958640028040659
40_to_44,2020-05-13,170,40,40-44,2853,0.05958640028040659
45_to_49,2020-05-13,195,45,45-49,2853,0.0683491062039958
50_to_54,2020-05-13,214,50,50-54,2853,0.07500876270592359
55_to_59,2020-05-13,193,55,55-59,2853,0.06764808973010866
60_to_64,2020-05-13,150,60,60-64,2853,0.052576235541535225
65_to_69,2020-05-13,103,65,65-69,2853,0.03610234840518752
70_to_74,2020-05-13,102,70,70-74,2853,0.035751840168243953
75_to_79,2020-05-13,127,75,75-79,2853,0.04451454609183316
80_to_84,2020-05-13,193,80,80-84,2853,0.06764808973010866
85_to_89,2020-05-13,248,85,85-89,2853,0.08692604276200491
90+,2020-05-13,302,90,90+,2853,0.10585348755695759
0_to_4,2020-05-14,5,0,0-4,2193,0.002279981760145919
5_to_9,2020-05-14,28,5,5-9,2193,0.012767897856817145
10_to_14,2020-05-14,22,10,10-14,2193,0.010031919744642043
15_to_19,2020-05-14,45,15,15-19,2193,0.02051983584131327
20_to_24,2020-05-14,135,20,20-24,2193,0.06155950752393981
25_to_29,2020-05-14,150,25,25-29,2193,0.06839945280437756
30_to_34,2020-05-14,180,30,30-34,2193,0.08207934336525308
35_to_39,2020-05-14,152,35,35-39,2193,0.06931144550843593
40_to_44,2020-05-14,137,40,40-44,2193,0.062471500227998175
45_to_49,2020-05-14,148,45,45-49,2193,0.0674874601003192
50_to_54,2020-05-14,183,50,50-54,2193,0.08344733242134063
55_to_59,2020-05-14,174,55,55-59,2193,0.07934336525307797
60_to_64,2020-05-14,139,60,60-64,2193,0.06338349293205654
65_to_69,2020-05-14,64,65,65-69,2193,0.02918376652986776
70_to_74,2020-05-14,75,70,70-74,2193,0.03419972640218878
75_to_79,2020-05-14,102,75,75-79,2193,0.046511627906976744
80_to_84,2020-05-14,150,80,80-84,2193,0.06839945280437756
85_to_89,2020-05-14,151,85,85-89,2193,0.06885544915640675
90+,2020-05-14,153,90,90+,2193,0.06976744186046512
0_to_4,2020-05-15,4,0,0-4,2121,0.001885902876001886
5_to_9,2020-05-15,18,5,5-9,2121,0.008486562942008486
10_to_14,2020-05-15,21,10,10-14,2121,0.009900990099009901
15_to_19,2020-05-15,38,15,15-19,2121,0.017916077322017915
20_to_24,2020-05-15,149,20,20-24,2121,0.07024988213107025
25_to_29,2020-05-15,177,25,25-29,2121,0.08345120226308345
30_to_34,2020-05-15,149,30,30-34,2121,0.07024988213107025
35_to_39,2020-05-15,166,35,35-39,2121,0.07826496935407827
40_to_44,2020-05-15,155,40,40-44,2121,0.07307873644507308
45_to_49,2020-05-15,152,45,45-49,2121,0.07166430928807166
50_to_54,2020-05-15,190,50,50-54,2121,0.08958038661008957
55_to_59,2020-05-15,177,55,55-59,2121,0.08345120226308345
60_to_64,2020-05-15,102,60,60-64,2121,0.04809052333804809
65_to_69,2020-05-15,75,65,65-69,2121,0.03536067892503536
70_to_74,2020-05-15,84,70,70-74,2121,0.039603960396039604
75_to_79,2020-05-15,75,75,75-79,2121,0.03536067892503536
80_to_84,2020-05-15,101,80,80-84,2121,0.047619047619047616
85_to_89,2020-05-15,151,85,85-89,2121,0.07119283356907119
90+,2020-05-15,137,90,90+,2121,0.06459217350306459
0_to_4,2020-05-16,8,0,0-4,1760,0.004545454545454545
5_to_9,2020-05-16,26,5,5-9,1760,0.014772727272727272
10_to_14,2020-05-16,31,10,10-14,1760,0.017613636363636363
15_to_19,2020-05-16,48,15,15-19,1760,0.02727272727272727
20_to_24,2020-05-16,125,20,20-24,1760,0.07102272727272728
25_to_29,2020-05-16,158,25,25-29,1760,0.08977272727272727
30_to_34,2020-05-16,162,30,30-34,1760,0.09204545454545454
35_to_39,2020-05-16,124,35,35-39,1760,0.07045454545454545
40_to_44,2020-05-16,137,40,40-44,1760,0.07784090909090909
45_to_49,2020-05-16,124,45,45-49,1760,0.07045454545454545
50_to_54,2020-05-16,140,50,50-54,1760,0.07954545454545454
55_to_59,2020-05-16,125,55,55-59,1760,0.07102272727272728
60_to_64,2020-05-16,94,60,60-64,1760,0.053409090909090906
65_to_69,2020-05-16,54,65,65-69,1760,0.03068181818181818
70_to_74,2020-05-16,74,70,70-74,1760,0.042045454545454546
75_to_79,2020-05-16,60,75,75-79,1760,0.03409090909090909
80_to_84,2020-05-16,77,80,80-84,1760,0.04375
85_to_89,2020-05-16,92,85,85-89,1760,0.05227272727272727
90+,2020-05-16,101,90,90+,1760,0.05738636363636364
0_to_4,2020-05-17,2,0,0-4,1580,0.0012658227848101266
5_to_9,2020-05-17,18,5,5-9,1580,0.01139240506329114
10_to_14,2020-05-17,14,10,10-14,1580,0.008860759493670886
15_to_19,2020-05-17,43,15,15-19,1580,0.02721518987341772
20_to_24,2020-05-17,118,20,20-24,1580,0.07468354430379746
25_to_29,2020-05-17,136,25,25-29,1580,0.08607594936708861
30_to_34,2020-05-17,109,30,30-34,1580,0.0689873417721519
35_to_39,2020-05-17,113,35,35-39,1580,0.07151898734177216
40_to_44,2020-05-17,96,40,40-44,1580,0.060759493670886074
45_to_49,2020-05-17,130,45,45-49,1580,0.08227848101265822
50_to_54,2020-05-17,141,50,50-54,1580,0.08924050632911393
55_to_59,2020-05-17,118,55,55-59,1580,0.07468354430379746
60_to_64,2020-05-17,67,60,60-64,1580,0.04240506329113924
65_to_69,2020-05-17,47,65,65-69,1580,0.029746835443037974
70_to_74,2020-05-17,56,70,70-74,1580,0.035443037974683546
75_to_79,2020-05-17,65,75,75-79,1580,0.04113924050632911
80_to_84,2020-05-17,99,80,80-84,1580,0.06265822784810127
85_to_89,2020-05-17,99,85,85-89,1580,0.06265822784810127
90+,2020-05-17,109,90,90+,1580,0.0689873417721519
0_to_4,2020-05-18,2,0,0-4,2203,9.078529278256923e-4
5_to_9,2020-05-18,23,5,5-9,2203,0.01044030866999546
10_to_14,2020-05-18,17,10,10-14,2203,0.007716749886518384
15_to_19,2020-05-18,65,15,15-19,2203,0.029505220154335
20_to_24,2020-05-18,149,20,20-24,2203,0.06763504312301408
25_to_29,2020-05-18,169,25,25-29,2203,0.076713572401271
30_to_34,2020-05-18,148,30,30-34,2203,0.06718111665910123
35_to_39,2020-05-18,132,35,35-39,2203,0.05991829323649569
40_to_44,2020-05-18,144,40,40-44,2203,0.06536541080344985
45_to_49,2020-05-18,148,45,45-49,2203,0.06718111665910123
50_to_54,2020-05-18,188,50,50-54,2203,0.08533817521561507
55_to_59,2020-05-18,200,55,55-59,2203,0.09078529278256922
60_to_64,2020-05-18,110,60,60-64,2203,0.04993191103041307
65_to_69,2020-05-18,73,65,65-69,2203,0.03313663186563777
70_to_74,2020-05-18,71,70,70-74,2203,0.03222877893781208
75_to_79,2020-05-18,94,75,75-79,2203,0.042669087607807535
80_to_84,2020-05-18,131,80,80-84,2203,0.05946436677258284
85_to_89,2020-05-18,168,85,85-89,2203,0.07625964593735815
90+,2020-05-18,171,90,90+,2203,0.07762142532909669
0_to_4,2020-05-19,9,0,0-4,2568,0.0035046728971962616
5_to_9,2020-05-19,34,5,5-9,2568,0.0132398753894081
10_to_14,2020-05-19,29,10,10-14,2568,0.011292834890965732
15_to_19,2020-05-19,46,15,15-19,2568,0.01791277258566978
20_to_24,2020-05-19,162,20,20-24,2568,0.0630841121495327
25_to_29,2020-05-19,191,25,25-29,2568,0.07437694704049844
30_to_34,2020-05-19,190,30,30-34,2568,0.07398753894080996
35_to_39,2020-05-19,173,35,35-39,2568,0.06736760124610591
40_to_44,2020-05-19,176,40,40-44,2568,0.06853582554517133
45_to_49,2020-05-19,193,45,45-49,2568,0.07515576323987538
50_to_54,2020-05-19,190,50,50-54,2568,0.07398753894080996
55_to_59,2020-05-19,165,55,55-59,2568,0.06425233644859812
60_to_64,2020-05-19,123,60,60-64,2568,0.04789719626168224
65_to_69,2020-05-19,93,65,65-69,2568,0.036214953271028034
70_to_74,2020-05-19,115,70,70-74,2568,0.04478193146417445
75_to_79,2020-05-19,132,75,75-79,2568,0.0514018691588785
80_to_84,2020-05-19,165,80,80-84,2568,0.06425233644859812
85_to_89,2020-05-19,198,85,85-89,2568,0.07710280373831775
90+,2020-05-19,184,90,90+,2568,0.07165109034267912
0_to_4,2020-05-20,11,0,0-4,2306,0.004770164787510842
5_to_9,2020-05-20,20,5,5-9,2306,0.008673026886383347
10_to_14,2020-05-20,40,10,10-14,2306,0.017346053772766695
15_to_19,2020-05-20,44,15,15-19,2306,0.019080659150043366
20_to_24,2020-05-20,131,20,20-24,2306,0.05680832610581093
25_to_29,2020-05-20,195,25,25-29,2306,0.08456201214223764
30_to_34,2020-05-20,159,30,30-34,2306,0.06895056374674761
35_to_39,2020-05-20,140,35,35-39,2306,0.060711188204683436
40_to_44,2020-05-20,131,40,40-44,2306,0.05680832610581093
45_to_49,2020-05-20,173,45,45-49,2306,0.07502168256721596
50_to_54,2020-05-20,191,50,50-54,2306,0.08282740676496098
55_to_59,2020-05-20,205,55,55-59,2306,0.08889852558542931
60_to_64,2020-05-20,146,60,60-64,2306,0.06331309627059845
65_to_69,2020-05-20,79,65,65-69,2306,0.034258456201214225
70_to_74,2020-05-20,79,70,70-74,2306,0.034258456201214225
75_to_79,2020-05-20,106,75,75-79,2306,0.04596704249783174
80_to_84,2020-05-20,125,80,80-84,2306,0.054206418039895926
85_to_89,2020-05-20,173,85,85-89,2306,0.07502168256721596
90+,2020-05-20,158,90,90+,2306,0.06851691240242845
0_to_4,2020-05-21,5,0,0-4,2248,0.002224199288256228
5_to_9,2020-05-21,34,5,5-9,2248,0.015124555160142349
10_to_14,2020-05-21,27,10,10-14,2248,0.01201067615658363
15_to_19,2020-05-21,55,15,15-19,2248,0.024466192170818506
20_to_24,2020-05-21,144,20,20-24,2248,0.06405693950177936
25_to_29,2020-05-21,175,25,25-29,2248,0.07784697508896797
30_to_34,2020-05-21,163,30,30-34,2248,0.07250889679715303
35_to_39,2020-05-21,162,35,35-39,2248,0.07206405693950178
40_to_44,2020-05-21,157,40,40-44,2248,0.06983985765124555
45_to_49,2020-05-21,130,45,45-49,2248,0.05782918149466192
50_to_54,2020-05-21,180,50,50-54,2248,0.0800711743772242
55_to_59,2020-05-21,162,55,55-59,2248,0.07206405693950178
60_to_64,2020-05-21,123,60,60-64,2248,0.0547153024911032
65_to_69,2020-05-21,59,65,65-69,2248,0.026245551601423486
70_to_74,2020-05-21,88,70,70-74,2248,0.03914590747330961
75_to_79,2020-05-21,99,75,75-79,2248,0.04403914590747331
80_to_84,2020-05-21,129,80,80-84,2248,0.05738434163701068
85_to_89,2020-05-21,156,85,85-89,2248,0.0693950177935943
90+,2020-05-21,200,90,90+,2248,0.08896797153024912
0_to_4,2020-05-22,3,0,0-4,1783,0.0016825574873808188
5_to_9,2020-05-22,25,5,5-9,1783,0.014021312394840156
10_to_14,2020-05-22,23,10,10-14,1783,0.012899607403252944
15_to_19,2020-05-22,47,15,15-19,1783,0.026360067302299495
20_to_24,2020-05-22,94,20,20-24,1783,0.05272013460459899
25_to_29,2020-05-22,140,25,25-29,1783,0.07851934941110487
30_to_34,2020-05-22,135,30,30-34,1783,0.07571508693213685
35_to_39,2020-05-22,113,35,35-39,1783,0.0633763320246775
40_to_44,2020-05-22,108,40,40-44,1783,0.06057206954570948
45_to_49,2020-05-22,109,45,45-49,1783,0.061132922041503085
50_to_54,2020-05-22,128,50,50-54,1783,0.0717891194615816
55_to_59,2020-05-22,142,55,55-59,1783,0.07964105440269209
60_to_64,2020-05-22,95,60,60-64,1783,0.0532809871003926
65_to_69,2020-05-22,65,65,65-69,1783,0.03645541222658441
70_to_74,2020-05-22,67,70,70-74,1783,0.03757711721817162
75_to_79,2020-05-22,79,75,75-79,1783,0.0443073471676949
80_to_84,2020-05-22,112,80,80-84,1783,0.0628154795288839
85_to_89,2020-05-22,139,85,85-89,1783,0.07795849691531127
90+,2020-05-22,159,90,90+,1783,0.0891755468311834
0_to_4,2020-05-23,2,0,0-4,1298,0.0015408320493066256
5_to_9,2020-05-23,19,5,5-9,1298,0.014637904468412942
10_to_14,2020-05-23,21,10,10-14,1298,0.016178736517719568
15_to_19,2020-05-23,32,15,15-19,1298,0.02465331278890601
20_to_24,2020-05-23,105,20,20-24,1298,0.08089368258859785
25_to_29,2020-05-23,125,25,25-29,1298,0.0963020030816641
30_to_34,2020-05-23,108,30,30-34,1298,0.08320493066255778
