age,date,cases,age_num,age_format,cases_tot,cases_norm
0_to_4,2020-02-02,0,0,0-4,1,0
5_to_9,2020-02-02,0,5,5-9,1,0
10_to_14,2020-02-02,0,10,10-14,1,0
15_to_19,2020-02-02,0,15,15-19,1,0
20_to_24,2020-02-02,0,20,20-24,1,0
25_to_29,2020-02-02,0,25,25-29,1,0
30_to_34,2020-02-02,0,30,30-34,1,0
35_to_39,2020-02-02,0,35,35-39,1,0
40_to_44,2020-02-02,0,40,40-44,1,0
45_to_49,2020-02-02,0,45,45-49,1,0
50_to_54,2020-02-02,1,50,50-54,1,1
55_to_59,2020-02-02,0,55,55-59,1,0
60_to_64,2020-02-02,0,60,60-64,1,0
65_to_69,2020-02-02,0,65,65-69,1,0
70_to_74,2020-02-02,0,70,70-74,1,0
75_to_79,2020-02-02,0,75,75-79,1,0
80_to_84,2020-02-02,0,80,80-84,1,0
85_to_89,2020-02-02,0,85,85-89,1,0
90+,2020-02-02,0,90,90+,1,0
0_to_4,2020-02-05,0,0,0-4,0,NA
5_to_9,2020-02-05,0,5,5-9,0,NA
10_to_14,2020-02-05,0,10,10-14,0,NA
15_to_19,2020-02-05,0,15,15-19,0,NA
20_to_24,2020-02-05,0,20,20-24,0,NA
25_to_29,2020-02-05,0,25,25-29,0,NA
30_to_34,2020-02-05,0,30,30-34,0,NA
35_to_39,2020-02-05,0,35,35-39,0,NA
40_to_44,2020-02-05,0,40,40-44,0,NA
45_to_49,2020-02-05,0,45,45-49,0,NA
50_to_54,2020-02-05,0,50,50-54,0,NA
55_to_59,2020-02-05,0,55,55-59,0,NA
60_to_64,2020-02-05,0,60,60-64,0,NA
65_to_69,2020-02-05,0,65,65-69,0,NA
70_to_74,2020-02-05,0,70,70-74,0,NA
75_to_79,2020-02-05,0,75,75-79,0,NA
80_to_84,2020-02-05,0,80,80-84,0,NA
85_to_89,2020-02-05,0,85,85-89,0,NA
90+,2020-02-05,0,90,90+,0,NA
0_to_4,2020-02-08,0,0,0-4,4,0
5_to_9,2020-02-08,0,5,5-9,4,0
10_to_14,2020-02-08,0,10,10-14,4,0
15_to_19,2020-02-08,0,15,15-19,4,0
20_to_24,2020-02-08,0,20,20-24,4,0
25_to_29,2020-02-08,0,25,25-29,4,0
30_to_34,2020-02-08,0,30,30-34,4,0
35_to_39,2020-02-08,0,35,35-39,4,0
40_to_44,2020-02-08,0,40,40-44,4,0
45_to_49,2020-02-08,0,45,45-49,4,0
50_to_54,2020-02-08,3,50,50-54,4,0.75
55_to_59,2020-02-08,1,55,55-59,4,0.25
60_to_64,2020-02-08,0,60,60-64,4,0
65_to_69,2020-02-08,0,65,65-69,4,0
70_to_74,2020-02-08,0,70,70-74,4,0
75_to_79,2020-02-08,0,75,75-79,4,0
80_to_84,2020-02-08,0,80,80-84,4,0
85_to_89,2020-02-08,0,85,85-89,4,0
90+,2020-02-08,0,90,90+,4,0
0_to_4,2020-02-09,0,0,0-4,1,0
5_to_9,2020-02-09,0,5,5-9,1,0
10_to_14,2020-02-09,0,10,10-14,1,0
15_to_19,2020-02-09,0,15,15-19,1,0
20_to_24,2020-02-09,0,20,20-24,1,0
25_to_29,2020-02-09,0,25,25-29,1,0
30_to_34,2020-02-09,0,30,30-34,1,0
35_to_39,2020-02-09,0,35,35-39,1,0
40_to_44,2020-02-09,0,40,40-44,1,0
45_to_49,2020-02-09,0,45,45-49,1,0
50_to_54,2020-02-09,1,50,50-54,1,1
55_to_59,2020-02-09,0,55,55-59,1,0
60_to_64,2020-02-09,0,60,60-64,1,0
65_to_69,2020-02-09,0,65,65-69,1,0
70_to_74,2020-02-09,0,70,70-74,1,0
75_to_79,2020-02-09,0,75,75-79,1,0
80_to_84,2020-02-09,0,80,80-84,1,0
85_to_89,2020-02-09,0,85,85-89,1,0
90+,2020-02-09,0,90,90+,1,0
0_to_4,2020-02-11,0,0,0-4,1,0
5_to_9,2020-02-11,0,5,5-9,1,0
10_to_14,2020-02-11,0,10,10-14,1,0
15_to_19,2020-02-11,0,15,15-19,1,0
20_to_24,2020-02-11,0,20,20-24,1,0
25_to_29,2020-02-11,1,25,25-29,1,1
30_to_34,2020-02-11,0,30,30-34,1,0
35_to_39,2020-02-11,0,35,35-39,1,0
40_to_44,2020-02-11,0,40,40-44,1,0
45_to_49,2020-02-11,0,45,45-49,1,0
50_to_54,2020-02-11,0,50,50-54,1,0
55_to_59,2020-02-11,0,55,55-59,1,0
60_to_64,2020-02-11,0,60,60-64,1,0
65_to_69,2020-02-11,0,65,65-69,1,0
70_to_74,2020-02-11,0,70,70-74,1,0
75_to_79,2020-02-11,0,75,75-79,1,0
80_to_84,2020-02-11,0,80,80-84,1,0
85_to_89,2020-02-11,0,85,85-89,1,0
90+,2020-02-11,0,90,90+,1,0
0_to_4,2020-02-21,0,0,0-4,1,0
5_to_9,2020-02-21,0,5,5-9,1,0
10_to_14,2020-02-21,0,10,10-14,1,0
15_to_19,2020-02-21,0,15,15-19,1,0
20_to_24,2020-02-21,0,20,20-24,1,0
25_to_29,2020-02-21,0,25,25-29,1,0
30_to_34,2020-02-21,0,30,30-34,1,0
35_to_39,2020-02-21,0,35,35-39,1,0
40_to_44,2020-02-21,0,40,40-44,1,0
45_to_49,2020-02-21,0,45,45-49,1,0
50_to_54,2020-02-21,0,50,50-54,1,0
55_to_59,2020-02-21,0,55,55-59,1,0
60_to_64,2020-02-21,0,60,60-64,1,0
65_to_69,2020-02-21,0,65,65-69,1,0
70_to_74,2020-02-21,0,70,70-74,1,0
75_to_79,2020-02-21,1,75,75-79,1,1
80_to_84,2020-02-21,0,80,80-84,1,0
85_to_89,2020-02-21,0,85,85-89,1,0
90+,2020-02-21,0,90,90+,1,0
0_to_4,2020-02-23,0,0,0-4,1,0
5_to_9,2020-02-23,0,5,5-9,1,0
10_to_14,2020-02-23,0,10,10-14,1,0
15_to_19,2020-02-23,0,15,15-19,1,0
20_to_24,2020-02-23,0,20,20-24,1,0
25_to_29,2020-02-23,1,25,25-29,1,1
30_to_34,2020-02-23,0,30,30-34,1,0
35_to_39,2020-02-23,0,35,35-39,1,0
40_to_44,2020-02-23,0,40,40-44,1,0
45_to_49,2020-02-23,0,45,45-49,1,0
50_to_54,2020-02-23,0,50,50-54,1,0
55_to_59,2020-02-23,0,55,55-59,1,0
60_to_64,2020-02-23,0,60,60-64,1,0
65_to_69,2020-02-23,0,65,65-69,1,0
70_to_74,2020-02-23,0,70,70-74,1,0
75_to_79,2020-02-23,0,75,75-79,1,0
80_to_84,2020-02-23,0,80,80-84,1,0
85_to_89,2020-02-23,0,85,85-89,1,0
90+,2020-02-23,0,90,90+,1,0
0_to_4,2020-02-24,0,0,0-4,2,0
5_to_9,2020-02-24,0,5,5-9,2,0
10_to_14,2020-02-24,0,10,10-14,2,0
15_to_19,2020-02-24,0,15,15-19,2,0
20_to_24,2020-02-24,0,20,20-24,2,0
25_to_29,2020-02-24,0,25,25-29,2,0
30_to_34,2020-02-24,1,30,30-34,2,0.5
35_to_39,2020-02-24,0,35,35-39,2,0
40_to_44,2020-02-24,0,40,40-44,2,0
45_to_49,2020-02-24,0,45,45-49,2,0
50_to_54,2020-02-24,1,50,50-54,2,0.5
55_to_59,2020-02-24,0,55,55-59,2,0
60_to_64,2020-02-24,0,60,60-64,2,0
65_to_69,2020-02-24,0,65,65-69,2,0
70_to_74,2020-02-24,0,70,70-74,2,0
75_to_79,2020-02-24,0,75,75-79,2,0
80_to_84,2020-02-24,0,80,80-84,2,0
85_to_89,2020-02-24,0,85,85-89,2,0
90+,2020-02-24,0,90,90+,2,0
0_to_4,2020-02-25,0,0,0-4,5,0
5_to_9,2020-02-25,0,5,5-9,5,0
10_to_14,2020-02-25,0,10,10-14,5,0
15_to_19,2020-02-25,0,15,15-19,5,0
20_to_24,2020-02-25,0,20,20-24,5,0
25_to_29,2020-02-25,0,25,25-29,5,0
30_to_34,2020-02-25,1,30,30-34,5,0.2
35_to_39,2020-02-25,0,35,35-39,5,0
40_to_44,2020-02-25,1,40,40-44,5,0.2
45_to_49,2020-02-25,1,45,45-49,5,0.2
50_to_54,2020-02-25,1,50,50-54,5,0.2
55_to_59,2020-02-25,0,55,55-59,5,0
60_to_64,2020-02-25,0,60,60-64,5,0
65_to_69,2020-02-25,0,65,65-69,5,0
70_to_74,2020-02-25,0,70,70-74,5,0
75_to_79,2020-02-25,0,75,75-79,5,0
80_to_84,2020-02-25,0,80,80-84,5,0
85_to_89,2020-02-25,1,85,85-89,5,0.2
90+,2020-02-25,0,90,90+,5,0
0_to_4,2020-02-26,0,0,0-4,4,0
5_to_9,2020-02-26,0,5,5-9,4,0
10_to_14,2020-02-26,0,10,10-14,4,0
15_to_19,2020-02-26,0,15,15-19,4,0
20_to_24,2020-02-26,1,20,20-24,4,0.25
25_to_29,2020-02-26,0,25,25-29,4,0
30_to_34,2020-02-26,0,30,30-34,4,0
35_to_39,2020-02-26,0,35,35-39,4,0
40_to_44,2020-02-26,1,40,40-44,4,0.25
45_to_49,2020-02-26,1,45,45-49,4,0.25
50_to_54,2020-02-26,1,50,50-54,4,0.25
55_to_59,2020-02-26,0,55,55-59,4,0
60_to_64,2020-02-26,0,60,60-64,4,0
65_to_69,2020-02-26,0,65,65-69,4,0
70_to_74,2020-02-26,0,70,70-74,4,0
75_to_79,2020-02-26,0,75,75-79,4,0
80_to_84,2020-02-26,0,80,80-84,4,0
85_to_89,2020-02-26,0,85,85-89,4,0
90+,2020-02-26,0,90,90+,4,0
0_to_4,2020-02-27,0,0,0-4,7,0
5_to_9,2020-02-27,0,5,5-9,7,0
10_to_14,2020-02-27,0,10,10-14,7,0
15_to_19,2020-02-27,0,15,15-19,7,0
20_to_24,2020-02-27,0,20,20-24,7,0
25_to_29,2020-02-27,0,25,25-29,7,0
30_to_34,2020-02-27,1,30,30-34,7,0.14285714285714285
35_to_39,2020-02-27,0,35,35-39,7,0
40_to_44,2020-02-27,0,40,40-44,7,0
45_to_49,2020-02-27,2,45,45-49,7,0.2857142857142857
50_to_54,2020-02-27,1,50,50-54,7,0.14285714285714285
55_to_59,2020-02-27,2,55,55-59,7,0.2857142857142857
60_to_64,2020-02-27,1,60,60-64,7,0.14285714285714285
65_to_69,2020-02-27,0,65,65-69,7,0
70_to_74,2020-02-27,0,70,70-74,7,0
75_to_79,2020-02-27,0,75,75-79,7,0
80_to_84,2020-02-27,0,80,80-84,7,0
85_to_89,2020-02-27,0,85,85-89,7,0
90+,2020-02-27,0,90,90+,7,0
0_to_4,2020-02-28,0,0,0-4,11,0
5_to_9,2020-02-28,0,5,5-9,11,0
10_to_14,2020-02-28,0,10,10-14,11,0
15_to_19,2020-02-28,0,15,15-19,11,0
20_to_24,2020-02-28,1,20,20-24,11,0.09090909090909091
25_to_29,2020-02-28,0,25,25-29,11,0
30_to_34,2020-02-28,1,30,30-34,11,0.09090909090909091
35_to_39,2020-02-28,3,35,35-39,11,0.2727272727272727
40_to_44,2020-02-28,2,40,40-44,11,0.18181818181818182
45_to_49,2020-02-28,3,45,45-49,11,0.2727272727272727
50_to_54,2020-02-28,0,50,50-54,11,0
55_to_59,2020-02-28,1,55,55-59,11,0.09090909090909091
60_to_64,2020-02-28,0,60,60-64,11,0
65_to_69,2020-02-28,0,65,65-69,11,0
70_to_74,2020-02-28,0,70,70-74,11,0
75_to_79,2020-02-28,0,75,75-79,11,0
80_to_84,2020-02-28,0,80,80-84,11,0
85_to_89,2020-02-28,0,85,85-89,11,0
90+,2020-02-28,0,90,90+,11,0
0_to_4,2020-02-29,0,0,0-4,5,0
5_to_9,2020-02-29,0,5,5-9,5,0
10_to_14,2020-02-29,1,10,10-14,5,0.2
15_to_19,2020-02-29,0,15,15-19,5,0
20_to_24,2020-02-29,1,20,20-24,5,0.2
25_to_29,2020-02-29,0,25,25-29,5,0
30_to_34,2020-02-29,1,30,30-34,5,0.2
35_to_39,2020-02-29,0,35,35-39,5,0
40_to_44,2020-02-29,0,40,40-44,5,0
45_to_49,2020-02-29,0,45,45-49,5,0
50_to_54,2020-02-29,0,50,50-54,5,0
55_to_59,2020-02-29,0,55,55-59,5,0
60_to_64,2020-02-29,0,60,60-64,5,0
65_to_69,2020-02-29,0,65,65-69,5,0
70_to_74,2020-02-29,0,70,70-74,5,0
75_to_79,2020-02-29,1,75,75-79,5,0.2
80_to_84,2020-02-29,1,80,80-84,5,0.2
85_to_89,2020-02-29,0,85,85-89,5,0
90+,2020-02-29,0,90,90+,5,0
0_to_4,2020-03-01,0,0,0-4,20,0
5_to_9,2020-03-01,0,5,5-9,20,0
10_to_14,2020-03-01,0,10,10-14,20,0
15_to_19,2020-03-01,1,15,15-19,20,0.05
20_to_24,2020-03-01,1,20,20-24,20,0.05
25_to_29,2020-03-01,2,25,25-29,20,0.1
30_to_34,2020-03-01,0,30,30-34,20,0
35_to_39,2020-03-01,2,35,35-39,20,0.1
40_to_44,2020-03-01,2,40,40-44,20,0.1
45_to_49,2020-03-01,3,45,45-49,20,0.15
50_to_54,2020-03-01,3,50,50-54,20,0.15
55_to_59,2020-03-01,2,55,55-59,20,0.1
60_to_64,2020-03-01,2,60,60-64,20,0.1
65_to_69,2020-03-01,0,65,65-69,20,0
70_to_74,2020-03-01,1,70,70-74,20,0.05
75_to_79,2020-03-01,1,75,75-79,20,0.05
80_to_84,2020-03-01,0,80,80-84,20,0
85_to_89,2020-03-01,0,85,85-89,20,0
90+,2020-03-01,0,90,90+,20,0
0_to_4,2020-03-02,0,0,0-4,39,0
5_to_9,2020-03-02,0,5,5-9,39,0
10_to_14,2020-03-02,0,10,10-14,39,0
15_to_19,2020-03-02,0,15,15-19,39,0
20_to_24,2020-03-02,2,20,20-24,39,0.05128205128205128
25_to_29,2020-03-02,0,25,25-29,39,0
30_to_34,2020-03-02,7,30,30-34,39,0.1794871794871795
35_to_39,2020-03-02,2,35,35-39,39,0.05128205128205128
40_to_44,2020-03-02,4,40,40-44,39,0.10256410256410256
45_to_49,2020-03-02,8,45,45-49,39,0.20512820512820512
50_to_54,2020-03-02,6,50,50-54,39,0.15384615384615385
55_to_59,2020-03-02,4,55,55-59,39,0.10256410256410256
60_to_64,2020-03-02,2,60,60-64,39,0.05128205128205128
65_to_69,2020-03-02,2,65,65-69,39,0.05128205128205128
70_to_74,2020-03-02,2,70,70-74,39,0.05128205128205128
75_to_79,2020-03-02,0,75,75-79,39,0
80_to_84,2020-03-02,0,80,80-84,39,0
85_to_89,2020-03-02,0,85,85-89,39,0
90+,2020-03-02,0,90,90+,39,0
0_to_4,2020-03-03,1,0,0-4,53,0.018867924528301886
5_to_9,2020-03-03,1,5,5-9,53,0.018867924528301886
10_to_14,2020-03-03,0,10,10-14,53,0
15_to_19,2020-03-03,1,15,15-19,53,0.018867924528301886
20_to_24,2020-03-03,3,20,20-24,53,0.05660377358490566
25_to_29,2020-03-03,6,25,25-29,53,0.11320754716981132
30_to_34,2020-03-03,3,30,30-34,53,0.05660377358490566
35_to_39,2020-03-03,2,35,35-39,53,0.03773584905660377
40_to_44,2020-03-03,5,40,40-44,53,0.09433962264150944
45_to_49,2020-03-03,7,45,45-49,53,0.1320754716981132
50_to_54,2020-03-03,1,50,50-54,53,0.018867924528301886
55_to_59,2020-03-03,11,55,55-59,53,0.20754716981132076
60_to_64,2020-03-03,5,60,60-64,53,0.09433962264150944
65_to_69,2020-03-03,2,65,65-69,53,0.03773584905660377
70_to_74,2020-03-03,2,70,70-74,53,0.03773584905660377
75_to_79,2020-03-03,1,75,75-79,53,0.018867924528301886
80_to_84,2020-03-03,2,80,80-84,53,0.03773584905660377
85_to_89,2020-03-03,0,85,85-89,53,0
90+,2020-03-03,0,90,90+,53,0
0_to_4,2020-03-04,0,0,0-4,49,0
5_to_9,2020-03-04,0,5,5-9,49,0
10_to_14,2020-03-04,2,10,10-14,49,0.04081632653061224
15_to_19,2020-03-04,0,15,15-19,49,0
20_to_24,2020-03-04,5,20,20-24,49,0.10204081632653061
25_to_29,2020-03-04,5,25,25-29,49,0.10204081632653061
30_to_34,2020-03-04,5,30,30-34,49,0.10204081632653061
35_to_39,2020-03-04,6,35,35-39,49,0.12244897959183673
40_to_44,2020-03-04,2,40,40-44,49,0.04081632653061224
45_to_49,2020-03-04,4,45,45-49,49,0.08163265306122448
50_to_54,2020-03-04,7,50,50-54,49,0.14285714285714285
55_to_59,2020-03-04,2,55,55-59,49,0.04081632653061224
60_to_64,2020-03-04,3,60,60-64,49,0.061224489795918366
65_to_69,2020-03-04,4,65,65-69,49,0.08163265306122448
70_to_74,2020-03-04,2,70,70-74,49,0.04081632653061224
75_to_79,2020-03-04,1,75,75-79,49,0.02040816326530612
80_to_84,2020-03-04,1,80,80-84,49,0.02040816326530612
85_to_89,2020-03-04,0,85,85-89,49,0
90+,2020-03-04,0,90,90+,49,0
0_to_4,2020-03-05,0,0,0-4,47,0
5_to_9,2020-03-05,0,5,5-9,47,0
10_to_14,2020-03-05,0,10,10-14,47,0
15_to_19,2020-03-05,2,15,15-19,47,0.0425531914893617
20_to_24,2020-03-05,3,20,20-24,47,0.06382978723404255
25_to_29,2020-03-05,5,25,25-29,47,0.10638297872340426
30_to_34,2020-03-05,7,30,30-34,47,0.14893617021276595
35_to_39,2020-03-05,7,35,35-39,47,0.14893617021276595
40_to_44,2020-03-05,4,40,40-44,47,0.0851063829787234
45_to_49,2020-03-05,1,45,45-49,47,0.02127659574468085
50_to_54,2020-03-05,8,50,50-54,47,0.1702127659574468
55_to_59,2020-03-05,3,55,55-59,47,0.06382978723404255
60_to_64,2020-03-05,1,60,60-64,47,0.02127659574468085
65_to_69,2020-03-05,1,65,65-69,47,0.02127659574468085
70_to_74,2020-03-05,2,70,70-74,47,0.0425531914893617
75_to_79,2020-03-05,1,75,75-79,47,0.02127659574468085
80_to_84,2020-03-05,1,80,80-84,47,0.02127659574468085
85_to_89,2020-03-05,0,85,85-89,47,0
90+,2020-03-05,1,90,90+,47,0.02127659574468085
0_to_4,2020-03-06,1,0,0-4,72,0.013888888888888888
5_to_9,2020-03-06,0,5,5-9,72,0
10_to_14,2020-03-06,4,10,10-14,72,0.05555555555555555
15_to_19,2020-03-06,1,15,15-19,72,0.013888888888888888
20_to_24,2020-03-06,6,20,20-24,72,0.08333333333333333
25_to_29,2020-03-06,11,25,25-29,72,0.1527777777777778
30_to_34,2020-03-06,6,30,30-34,72,0.08333333333333333
35_to_39,2020-03-06,2,35,35-39,72,0.027777777777777776
40_to_44,2020-03-06,3,40,40-44,72,0.041666666666666664
45_to_49,2020-03-06,6,45,45-49,72,0.08333333333333333
50_to_54,2020-03-06,5,50,50-54,72,0.06944444444444445
55_to_59,2020-03-06,6,55,55-59,72,0.08333333333333333
60_to_64,2020-03-06,9,60,60-64,72,0.125
65_to_69,2020-03-06,3,65,65-69,72,0.041666666666666664
70_to_74,2020-03-06,4,70,70-74,72,0.05555555555555555
75_to_79,2020-03-06,1,75,75-79,72,0.013888888888888888
80_to_84,2020-03-06,2,80,80-84,72,0.027777777777777776
85_to_89,2020-03-06,2,85,85-89,72,0.027777777777777776
90+,2020-03-06,0,90,90+,72,0
0_to_4,2020-03-07,0,0,0-4,48,0
5_to_9,2020-03-07,0,5,5-9,48,0
10_to_14,2020-03-07,0,10,10-14,48,0
15_to_19,2020-03-07,3,15,15-19,48,0.0625
20_to_24,2020-03-07,0,20,20-24,48,0
25_to_29,2020-03-07,3,25,25-29,48,0.0625
30_to_34,2020-03-07,4,30,30-34,48,0.08333333333333333
35_to_39,2020-03-07,2,35,35-39,48,0.041666666666666664
40_to_44,2020-03-07,5,40,40-44,48,0.10416666666666667
45_to_49,2020-03-07,6,45,45-49,48,0.125
50_to_54,2020-03-07,4,50,50-54,48,0.08333333333333333
55_to_59,2020-03-07,2,55,55-59,48,0.041666666666666664
60_to_64,2020-03-07,5,60,60-64,48,0.10416666666666667
65_to_69,2020-03-07,6,65,65-69,48,0.125
70_to_74,2020-03-07,4,70,70-74,48,0.08333333333333333
75_to_79,2020-03-07,2,75,75-79,48,0.041666666666666664
80_to_84,2020-03-07,2,80,80-84,48,0.041666666666666664
85_to_89,2020-03-07,0,85,85-89,48,0
90+,2020-03-07,0,90,90+,48,0
0_to_4,2020-03-08,0,0,0-4,50,0
5_to_9,2020-03-08,0,5,5-9,50,0
10_to_14,2020-03-08,0,10,10-14,50,0
15_to_19,2020-03-08,0,15,15-19,50,0
20_to_24,2020-03-08,4,20,20-24,50,0.08
25_to_29,2020-03-08,7,25,25-29,50,0.14
30_to_34,2020-03-08,5,30,30-34,50,0.1
35_to_39,2020-03-08,3,35,35-39,50,0.06
40_to_44,2020-03-08,5,40,40-44,50,0.1
45_to_49,2020-03-08,4,45,45-49,50,0.08
50_to_54,2020-03-08,3,50,50-54,50,0.06
55_to_59,2020-03-08,6,55,55-59,50,0.12
60_to_64,2020-03-08,2,60,60-64,50,0.04
65_to_69,2020-03-08,2,65,65-69,50,0.04
70_to_74,2020-03-08,1,70,70-74,50,0.02
75_to_79,2020-03-08,3,75,75-79,50,0.06
80_to_84,2020-03-08,2,80,80-84,50,0.04
85_to_89,2020-03-08,3,85,85-89,50,0.06
90+,2020-03-08,0,90,90+,50,0
0_to_4,2020-03-09,1,0,0-4,123,0.008130081300813009
5_to_9,2020-03-09,1,5,5-9,123,0.008130081300813009
10_to_14,2020-03-09,0,10,10-14,123,0
15_to_19,2020-03-09,1,15,15-19,123,0.008130081300813009
20_to_24,2020-03-09,8,20,20-24,123,0.06504065040650407
25_to_29,2020-03-09,8,25,25-29,123,0.06504065040650407
30_to_34,2020-03-09,11,30,30-34,123,0.08943089430894309
35_to_39,2020-03-09,11,35,35-39,123,0.08943089430894309
40_to_44,2020-03-09,7,40,40-44,123,0.056910569105691054
45_to_49,2020-03-09,11,45,45-49,123,0.08943089430894309
50_to_54,2020-03-09,16,50,50-54,123,0.13008130081300814
55_to_59,2020-03-09,14,55,55-59,123,0.11382113821138211
60_to_64,2020-03-09,10,60,60-64,123,0.08130081300813008
65_to_69,2020-03-09,10,65,65-69,123,0.08130081300813008
70_to_74,2020-03-09,5,70,70-74,123,0.04065040650406504
75_to_79,2020-03-09,1,75,75-79,123,0.008130081300813009
80_to_84,2020-03-09,3,80,80-84,123,0.024390243902439025
85_to_89,2020-03-09,4,85,85-89,123,0.032520325203252036
90+,2020-03-09,1,90,90+,123,0.008130081300813009
0_to_4,2020-03-10,2,0,0-4,225,0.008888888888888889
5_to_9,2020-03-10,1,5,5-9,225,0.0044444444444444444
10_to_14,2020-03-10,3,10,10-14,225,0.013333333333333334
15_to_19,2020-03-10,4,15,15-19,225,0.017777777777777778
20_to_24,2020-03-10,11,20,20-24,225,0.04888888888888889
25_to_29,2020-03-10,15,25,25-29,225,0.06666666666666667
30_to_34,2020-03-10,10,30,30-34,225,0.044444444444444446
35_to_39,2020-03-10,14,35,35-39,225,0.06222222222222222
40_to_44,2020-03-10,17,40,40-44,225,0.07555555555555556
45_to_49,2020-03-10,15,45,45-49,225,0.06666666666666667
50_to_54,2020-03-10,20,50,50-54,225,0.08888888888888889
55_to_59,2020-03-10,19,55,55-59,225,0.08444444444444445
60_to_64,2020-03-10,22,60,60-64,225,0.09777777777777778
65_to_69,2020-03-10,12,65,65-69,225,0.05333333333333334
70_to_74,2020-03-10,21,70,70-74,225,0.09333333333333334
75_to_79,2020-03-10,12,75,75-79,225,0.05333333333333334
80_to_84,2020-03-10,9,80,80-84,225,0.04
85_to_89,2020-03-10,12,85,85-89,225,0.05333333333333334
90+,2020-03-10,6,90,90+,225,0.02666666666666667
0_to_4,2020-03-11,1,0,0-4,353,0.0028328611898017
5_to_9,2020-03-11,2,5,5-9,353,0.0056657223796034
10_to_14,2020-03-11,4,10,10-14,353,0.0113314447592068
15_to_19,2020-03-11,5,15,15-19,353,0.014164305949008499
20_to_24,2020-03-11,19,20,20-24,353,0.053824362606232294
25_to_29,2020-03-11,30,25,25-29,353,0.08498583569405099
30_to_34,2020-03-11,38,30,30-34,353,0.10764872521246459
35_to_39,2020-03-11,25,35,35-39,353,0.0708215297450425
40_to_44,2020-03-11,20,40,40-44,353,0.056657223796033995
45_to_49,2020-03-11,29,45,45-49,353,0.0821529745042493
50_to_54,2020-03-11,26,50,50-54,353,0.07365439093484419
55_to_59,2020-03-11,21,55,55-59,353,0.059490084985835696
60_to_64,2020-03-11,21,60,60-64,353,0.059490084985835696
65_to_69,2020-03-11,29,65,65-69,353,0.0821529745042493
70_to_74,2020-03-11,19,70,70-74,353,0.053824362606232294
75_to_79,2020-03-11,15,75,75-79,353,0.042492917847025496
80_to_84,2020-03-11,18,80,80-84,353,0.05099150141643059
85_to_89,2020-03-11,14,85,85-89,353,0.039660056657223795
90+,2020-03-11,17,90,90+,353,0.04815864022662889
0_to_4,2020-03-12,1,0,0-4,413,0.002421307506053269
5_to_9,2020-03-12,4,5,5-9,413,0.009685230024213076
10_to_14,2020-03-12,2,10,10-14,413,0.004842615012106538
15_to_19,2020-03-12,4,15,15-19,413,0.009685230024213076
20_to_24,2020-03-12,17,20,20-24,413,0.04116222760290557
25_to_29,2020-03-12,37,25,25-29,413,0.08958837772397095
30_to_34,2020-03-12,39,30,30-34,413,0.09443099273607748
35_to_39,2020-03-12,32,35,35-39,413,0.0774818401937046
40_to_44,2020-03-12,26,40,40-44,413,0.06295399515738499
45_to_49,2020-03-12,21,45,45-49,413,0.05084745762711865
50_to_54,2020-03-12,31,50,50-54,413,0.07506053268765134
55_to_59,2020-03-12,39,55,55-59,413,0.09443099273607748
60_to_64,2020-03-12,31,60,60-64,413,0.07506053268765134
65_to_69,2020-03-12,21,65,65-69,413,0.05084745762711865
70_to_74,2020-03-12,19,70,70-74,413,0.04600484261501211
75_to_79,2020-03-12,25,75,75-79,413,0.06053268765133172
80_to_84,2020-03-12,24,80,80-84,413,0.05811138014527845
85_to_89,2020-03-12,24,85,85-89,413,0.05811138014527845
90+,2020-03-12,16,90,90+,413,0.0387409200968523
0_to_4,2020-03-13,2,0,0-4,389,0.005141388174807198
5_to_9,2020-03-13,2,5,5-9,389,0.005141388174807198
10_to_14,2020-03-13,0,10,10-14,389,0
15_to_19,2020-03-13,1,15,15-19,389,0.002570694087403599
20_to_24,2020-03-13,16,20,20-24,389,0.04113110539845758
25_to_29,2020-03-13,22,25,25-29,389,0.056555269922879174
30_to_34,2020-03-13,25,30,30-34,389,0.06426735218508997
35_to_39,2020-03-13,21,35,35-39,389,0.05398457583547558
40_to_44,2020-03-13,22,40,40-44,389,0.056555269922879174
45_to_49,2020-03-13,19,45,45-49,389,0.04884318766066838
50_to_54,2020-03-13,35,50,50-54,389,0.08997429305912596
55_to_59,2020-03-13,23,55,55-59,389,0.05912596401028278
60_to_64,2020-03-13,30,60,60-64,389,0.07712082262210797
65_to_69,2020-03-13,37,65,65-69,389,0.09511568123393316
70_to_74,2020-03-13,31,70,70-74,389,0.07969151670951156
75_to_79,2020-03-13,35,75,75-79,389,0.08997429305912596
80_to_84,2020-03-13,28,80,80-84,389,0.07197943444730077
85_to_89,2020-03-13,25,85,85-89,389,0.06426735218508997
90+,2020-03-13,15,90,90+,389,0.038560411311053984
0_to_4,2020-03-14,5,0,0-4,312,0.016025641025641024
5_to_9,2020-03-14,1,5,5-9,312,0.003205128205128205
10_to_14,2020-03-14,1,10,10-14,312,0.003205128205128205
15_to_19,2020-03-14,0,15,15-19,312,0
20_to_24,2020-03-14,3,20,20-24,312,0.009615384615384616
25_to_29,2020-03-14,17,25,25-29,312,0.05448717948717949
30_to_34,2020-03-14,9,30,30-34,312,0.028846153846153848
35_to_39,2020-03-14,9,35,35-39,312,0.028846153846153848
40_to_44,2020-03-14,9,40,40-44,312,0.028846153846153848
45_to_49,2020-03-14,18,45,45-49,312,0.057692307692307696
