age,rate,value
0_to_4,2330.4,1884
5_to_9,1734.5,1936
10_to_14,3216.3,2881
15_to_19,7934.8,6991
20_to_24,12522.7,10404
25_to_29,10464.4,10052
30_to_34,9228.5,9387
35_to_39,8896.7,8602
40_to_44,8474.4,7924
45_to_49,10125.3,8697
50_to_54,9215.2,9408
55_to_59,7484,8471
60_to_64,5934.1,5872
65_to_69,3572.4,3343
70_to_74,3175.4,2942
75_to_79,3962.4,2666
80_to_84,5528.5,2768
85_to_89,8309.2,2699
90+,13709.5,2855
