"","age","rate","value"
"1","35_to_39",658.6,12563
"2","70_to_74",393,5695
"3","30_to_34",769.5,14377
"4","75_to_79",668.5,6952
"5","15_to_19",341.6,5584
"6","45_to_49",812.4,13926
"7","85_to_89",2089.3,11051
"8","90+",3572,12539
"9","10_to_14",118.2,2039
"10","40_to_44",663.2,12499
"11","60_to_64",578.8,9172
"12","50_to_54",797.2,14960
"13","0_to_4",94.6,1519
"14","65_to_69",375.7,5425
"15","5_to_9",95.8,1783
"16","25_to_29",930.8,15779
"17","80_to_84",1175.8,9459
"18","55_to_59",668.4,13238
"19","20_to_24",851.4,12793
