age,rate,value
0_to_4,2573.8,2180
5_to_9,2166.9,2294
10_to_14,3321.4,3129
15_to_19,6222.4,5769
20_to_24,9866.7,8811
25_to_29,7952.6,8457
30_to_34,7520.9,8013
35_to_39,7339,7065
40_to_44,7077.6,6470
45_to_49,8328.8,6968
50_to_54,7851.1,7614
55_to_59,6808.5,7305
60_to_64,5773.2,5421
65_to_69,4069.4,3604
70_to_74,3694.8,3201
75_to_79,4578,2724
80_to_84,6098.1,2421
85_to_89,8169.8,1748
90+,12650.9,1226
