"","age","rate","value"
"1","10_to_14",189.6,3272
"2","45_to_49",949.4,16273
"3","5_to_9",126.9,2362
"4","75_to_79",707.1,7354
"5","15_to_19",598.2,9780
"6","55_to_59",765.5,15160
"7","90+",3659.1,12845
"8","70_to_74",426.9,6187
"9","65_to_69",426.1,6152
"10","35_to_39",798.5,15231
"11","60_to_64",658.5,10434
"12","50_to_54",930.3,17457
"13","85_to_89",2149.3,11368
"14","25_to_29",1121.4,19010
"15","30_to_34",918.8,17166
"16","80_to_84",1220.5,9818
"17","0_to_4",135.3,2174
"18","40_to_44",790.8,14903
"19","20_to_24",1146.1,17220
