age,value,rate
0_to_4,137,161.7
5_to_9,110,103.9
10_to_14,197,209.1
15_to_19,522,563
20_to_24,863,966.4
25_to_29,881,828.5
30_to_34,813,763.1
35_to_39,767,796.7
40_to_44,690,754.8
45_to_49,824,984.9
50_to_54,874,901.2
55_to_59,931,867.7
60_to_64,639,680.5
65_to_69,448,505.8
70_to_74,513,592.1
75_to_79,567,952.9
80_to_84,549,1382.8
85_to_89,444,2075.2
90+,327,3374.3
