"","age","rate","value"
"1","40_to_44",6594.3,121936
"2","80_to_84",5198.9,33037
"3","65_to_69",3999.3,54103
"4","70_to_74",3373.7,44875
"5","15_to_19",5946.1,102241
"6","30_to_34",7425.1,143537
"7","75_to_79",4025,36254
"8","5_to_9",2275.1,41170
"9","20_to_24",8720.6,138458
"10","25_to_29",8087.3,144982
"11","60_to_64",5546.9,84715
"12","10_to_14",3529.8,63976
"13","90+",11462.8,19055
"14","45_to_49",7184.2,122146
"15","50_to_54",6851.9,126026
"16","85_to_89",7705.3,27034
"17","0_to_4",2168.8,36722
"18","35_to_39",6962.1,132319
"19","55_to_59",5884.4,113389
