"","age","rate","value"
"1","75_to_79",837.8,7546
"2","40_to_44",320.9,5934
"3","5_to_9",36.2,655
"4","10_to_14",42.3,767
"5","80_to_84",1378.2,8758
"6","70_to_74",501.4,6670
"7","35_to_39",298.9,5680
"8","30_to_34",311.1,6013
"9","45_to_49",417.8,7103
"10","60_to_64",459.7,7021
"11","20_to_24",202.4,3213
"12","65_to_69",432.7,5853
"13","0_to_4",35.4,599
"14","85_to_89",2207.5,7745
"15","50_to_54",436,8020
"16","90+",3387.4,5631
"17","25_to_29",304.3,5455
"18","55_to_59",417.1,8038
"19","15_to_19",74.5,1281
