"","age","rate","value"
"1","40_to_44",974.6,18022
"2","25_to_29",1319.1,23648
"3","5_to_9",249.3,4511
"4","60_to_64",999.1,15259
"5","90+",4013,6671
"6","15_to_19",1530.5,26317
"7","30_to_34",1152.1,22271
"8","75_to_79",1166.7,10509
"9","20_to_24",1895.5,30095
"10","85_to_89",2686.6,9426
"11","70_to_74",813.1,10816
"12","80_to_84",1760.3,11186
"13","45_to_49",1132.6,19256
"14","35_to_39",1043.7,19837
"15","65_to_69",827.1,11189
"16","50_to_54",1132.5,20830
"17","55_to_59",1005.2,19370
"18","10_to_14",404.5,7331
"19","0_to_4",273.9,4638
