"","age","rate","value"
"1","90+",3309.3,11617
"2","5_to_9",36.6,682
"3","85_to_89",1941.1,10267
"4","60_to_64",468.6,7426
"5","35_to_39",469.4,8954
"6","0_to_4",35.5,570
"7","40_to_44",493.9,9308
"8","80_to_84",1085.1,8729
"9","20_to_24",477.3,7172
"10","10_to_14",46.6,804
"11","50_to_54",634.8,11912
"12","65_to_69",304.9,4402
"13","55_to_59",543.7,10769
"14","70_to_74",339.7,4923
"15","15_to_19",135.4,2213
"16","25_to_29",634.3,10752
"17","30_to_34",544.2,10167
"18","75_to_79",608.2,6325
"19","45_to_49",632.5,10841
