"","age","rate","value"
"1","85_to_89",2329.5,8173
"2","40_to_44",465.7,8611
"3","0_to_4",91.4,1548
"4","55_to_59",517.5,9972
"5","30_to_34",503.8,9739
"6","25_to_29",531.4,9526
"7","35_to_39",467.6,8887
"8","90+",3582.9,5956
"9","75_to_79",902,8124
"10","10_to_14",103.1,1868
"11","5_to_9",92.6,1676
"12","80_to_84",1471.9,9353
"13","20_to_24",485.2,7704
"14","65_to_69",508.1,6874
"15","60_to_64",554.3,8466
"16","50_to_54",556.4,10234
"17","15_to_19",240.7,4139
"18","45_to_49",557.2,9474
"19","70_to_74",558.4,7427
