"","age","rate","value"
"1","70_to_74",301.3,4008
"2","50_to_54",201.9,3714
"3","40_to_44",133.5,2468
"4","45_to_49",182.7,3107
"5","30_to_34",102.3,1977
"6","5_to_9",5.5,100
"7","0_to_4",17,287
"8","10_to_14",7.3,132
"9","25_to_29",94,1686
"10","20_to_24",44,698
"11","15_to_19",13.3,229
"12","85_to_89",1165.2,4088
"13","90+",1597.1,2655
"14","65_to_69",249.3,3373
"15","75_to_79",506.8,4565
"16","60_to_64",240.6,3675
"17","35_to_39",107.5,2044
"18","80_to_84",772.8,4911
"19","55_to_59",204.7,3944
