"","age","rate","value"
"1","30_to_34",9719.8,181593
"2","50_to_54",8357.4,156829
"3","40_to_44",8119.2,153008
"4","20_to_24",12027,180707
"5","25_to_29",10993.2,186351
"6","90+",13339.8,46828
"7","10_to_14",3898.6,67279
"8","80_to_84",5051.7,40639
"9","75_to_79",3701.9,38499
"10","60_to_64",5886.9,93284
"11","85_to_89",7906.2,41818
"12","35_to_39",8747.8,166856
"13","15_to_19",7862.5,128535
"14","45_to_49",8853.2,151752
"15","55_to_59",6865.6,135976
"16","5_to_9",2232.7,41551
"17","70_to_74",3067.6,44455
"18","65_to_69",3719.7,53710
"19","0_to_4",2370.9,38087
