age,rate,value
0_to_4,2316.8,1873
5_to_9,1728.3,1929
10_to_14,3202.9,2869
15_to_19,7903,6963
20_to_24,12473.4,10363
25_to_29,10418.6,10008
30_to_34,9184.3,9342
35_to_39,8846.1,8553
40_to_44,8442.3,7894
45_to_49,10084.5,8662
50_to_54,9179,9371
55_to_59,7452.2,8435
60_to_64,5912.9,5851
65_to_69,3562.8,3334
70_to_74,3164.6,2932
75_to_79,3943,2653
80_to_84,5498.5,2753
85_to_89,8290.7,2693
90+,13623,2837
