"","age","rate","value"
"1","0_to_4",417.5,7070
"2","15_to_19",2044.5,35155
"3","90+",4493.7,7470
"4","30_to_34",1705.7,32974
"5","20_to_24",2675.3,42476
"6","25_to_29",1946.6,34898
"7","35_to_39",1550.9,29475
"8","50_to_54",1672.5,30763
"9","45_to_49",1670,28394
"10","5_to_9",380.2,6881
"11","40_to_44",1449,26793
"12","70_to_74",1070.4,14238
"13","10_to_14",653.3,11840
"14","55_to_59",1470.2,28329
"15","85_to_89",3079.4,10804
"16","80_to_84",2062,13103
"17","65_to_69",1133.8,15338
"18","75_to_79",1438.5,12957
"19","60_to_64",1432,21870
