"","age","rate","value"
"1","25_to_29",1079.1,19346
"2","60_to_64",845.3,12909
"3","0_to_4",220.9,3740
"4","5_to_9",199.1,3603
"5","30_to_34",955.2,18465
"6","55_to_59",841.2,16209
"7","20_to_24",1511.3,23995
"8","75_to_79",1068.2,9621
"9","65_to_69",717.6,9708
"10","35_to_39",865.9,16456
"11","15_to_19",1220.9,20992
"12","10_to_14",310.5,5627
"13","40_to_44",808.7,14954
"14","70_to_74",723.4,9622
"15","85_to_89",2552.9,8957
"16","90+",3857.8,6413
"17","45_to_49",948.4,16125
"18","50_to_54",941.8,17323
"19","80_to_84",1653,10504
