"","age","rate","value"
"1","45_to_49",262.4,4497
"2","25_to_29",234.5,3975
"3","70_to_74",187.4,2716
"4","55_to_59",225.3,4463
"5","85_to_89",830.5,4393
"6","40_to_44",195.2,3679
"7","20_to_24",126.6,1902
"8","75_to_79",321.1,3339
"9","90+",1207.3,4238
"10","60_to_64",206.2,3268
"11","10_to_14",7.6,132
"12","80_to_84",521.1,4192
"13","15_to_19",24.7,404
"14","5_to_9",5.9,109
"15","65_to_69",155.3,2243
"16","0_to_4",14,225
"17","35_to_39",178.9,3413
"18","50_to_54",264,4954
"19","30_to_34",208.2,3889
