"","age","rate","value"
"1","50_to_54",318.2,5853
"2","90+",2536.8,4217
"3","35_to_39",189.8,3607
"4","75_to_79",671,6044
"5","80_to_84",1080.8,6868
"6","0_to_4",22.2,376
"7","5_to_9",11.5,209
"8","55_to_59",308.2,5938
"9","25_to_29",179.4,3217
"10","20_to_24",101.9,1618
"11","10_to_14",12.8,232
"12","65_to_69",337.2,4562
"13","30_to_34",190.2,3677
"14","15_to_19",30.6,526
"15","40_to_44",217.9,4029
"16","45_to_49",295.6,5026
"17","70_to_74",397.1,5282
"18","60_to_64",349.7,5340
"19","85_to_89",1704.7,5981
