"","age","rate","value"
"1","25_to_29",11295.7,191478
"2","55_to_59",7027.8,139188
"3","50_to_54",8560.3,160635
"4","70_to_74",3118.1,45187
"5","20_to_24",12325.2,185188
"6","80_to_84",5126.4,41240
"7","10_to_14",4128.7,71250
"8","0_to_4",2477.6,39800
"9","15_to_19",8126.7,132855
"10","60_to_64",6016.1,95331
"11","65_to_69",3787.3,54687
"12","45_to_49",9083.4,155698
"13","35_to_39",9031.2,172262
"14","90+",13503.3,47402
"15","5_to_9",2373.2,44167
"16","40_to_44",8362.3,157590
"17","75_to_79",3758.5,39088
"18","85_to_89",8021.3,42427
"19","30_to_34",10027.9,187350
