"","age","rate","value"
"1","10_to_14",85.6,1551
"2","70_to_74",546,7263
"3","45_to_49",524.4,8915
"4","50_to_54",526.7,9688
"5","60_to_64",532.1,8127
"6","30_to_34",457.9,8851
"7","20_to_24",404,6414
"8","80_to_84",1453.9,9239
"9","55_to_59",492,9481
"10","35_to_39",428.7,8148
"11","75_to_79",889.7,8014
"12","85_to_89",2312.1,8112
"13","15_to_19",197.4,3395
"14","65_to_69",492.9,6668
"15","0_to_4",79,1337
"16","5_to_9",75.6,1368
"17","25_to_29",472.9,8477
"18","40_to_44",433.2,8011
"19","90+",3552.2,5905
