"","age","rate","value"
"1","5_to_9",133.3,2413
"2","0_to_4",126.4,2140
"3","30_to_34",624.7,12076
"4","35_to_39",574.6,10920
"5","70_to_74",595.3,7919
"6","80_to_84",1511.8,9607
"7","60_to_64",616.9,9421
"8","75_to_79",943.4,8497
"9","90+",3658.1,6081
"10","85_to_89",2389.3,8383
"11","55_to_59",594.8,11462
"12","20_to_24",676.3,10738
"13","10_to_14",170.6,3092
"14","50_to_54",647.7,11913
"15","45_to_49",658.9,11203
"16","65_to_69",556.2,7524
"17","25_to_29",675.8,12115
"18","15_to_19",366.6,6303
"19","40_to_44",559.4,10344
