age,rate,value
0_to_4,2138.7,1729
5_to_9,1637.8,1828
10_to_14,3032.1,2716
15_to_19,7579.5,6678
20_to_24,11840.3,9837
25_to_29,9848.1,9460
30_to_34,8671.1,8820
35_to_39,8402.4,8124
40_to_44,8026.3,7505
45_to_49,9614.2,8258
50_to_54,8745.1,8928
55_to_59,7075.8,8009
60_to_64,5627.9,5569
65_to_69,3359.8,3144
70_to_74,2990.8,2771
75_to_79,3685.9,2480
80_to_84,5127,2567
85_to_89,7684.3,2496
90+,12576.2,2619
