age,value,rate
0_to_4,143,176.9
5_to_9,133,119.2
10_to_14,185,206.5
15_to_19,860,976.1
20_to_24,1518,1827.1
25_to_29,1462,1522
30_to_34,1309,1286.9
35_to_39,1294,1338.3
40_to_44,1307,1397.8
45_to_49,1489,1733.5
50_to_54,1733,1697.5
55_to_59,1530,1351.7
60_to_64,948,958
65_to_69,472,504.4
70_to_74,431,465.2
75_to_79,505,750.6
80_to_84,574,1146.4
85_to_89,663,2041.1
90+,726,3486.2
