"","age","rate","value"
"1","15_to_19",3608.2,58987
"2","40_to_44",2674.7,50405
"3","50_to_54",2957.2,55493
"4","0_to_4",667.8,10728
"5","20_to_24",4692.3,70502
"6","65_to_69",1341.1,19365
"7","75_to_79",1512.3,15728
"8","80_to_84",2179,17529
"9","60_to_64",2060.5,32650
"10","35_to_39",2810.7,53612
"11","30_to_34",3163.6,59105
"12","85_to_89",3484,18428
"13","5_to_9",596.5,11101
"14","55_to_59",2436.9,48263
"15","90+",5727.6,20106
"16","45_to_49",3090.1,52968
"17","70_to_74",1163.8,16865
"18","25_to_29",3733.3,63285
"19","10_to_14",1184.7,20445
