"","age","rate","value"
"1","70_to_74",3612.8,48056
"2","55_to_59",6442.3,124139
"3","30_to_34",8258.3,159643
"4","60_to_64",6064.4,92618
"5","85_to_89",8199.2,28767
"6","65_to_69",4323.5,58488
"7","10_to_14",4014.6,72763
"8","90+",12236.4,20341
"9","75_to_79",4292.1,38659
"10","50_to_54",7519.1,138298
"11","25_to_29",8891.4,159398
"12","45_to_49",7896.4,134254
"13","80_to_84",5514.6,35043
"14","0_to_4",2485.1,42078
"15","5_to_9",2624.4,47492
"16","40_to_44",7327.5,135493
"17","20_to_24",9492.5,150714
"18","15_to_19",6498.7,111743
"19","35_to_39",7773,147730
