"","age","rate","value"
"1","45_to_49",323.4,5498
"2","85_to_89",1830.1,6421
"3","50_to_54",343.3,6314
"4","25_to_29",203.4,3647
"5","90+",2751.5,4574
"6","0_to_4",23.4,396
"7","75_to_79",707.9,6376
"8","35_to_39",208.9,3971
"9","5_to_9",15.6,283
"10","55_to_59",330.9,6377
"11","40_to_44",239.4,4427
"12","60_to_64",373.6,5705
"13","70_to_74",418.7,5570
"14","30_to_34",213.2,4122
"15","80_to_84",1147,7289
"16","15_to_19",37,637
"17","65_to_69",358.6,4851
"18","10_to_14",17.6,319
"19","20_to_24",118,1874
