age,value,rate
0_to_4,381,471.3
5_to_9,363,325.2
10_to_14,564,629.6
15_to_19,2735,3104.2
20_to_24,3292,3962.4
25_to_29,2775,2888.8
30_to_34,2531,2488.3
35_to_39,2440,2523.6
40_to_44,2363,2527.1
45_to_49,2672,3110.8
50_to_54,2943,2882.7
55_to_59,2617,2312.1
60_to_64,1635,1652.3
65_to_69,863,922.2
70_to_74,789,851.6
75_to_79,784,1165.2
80_to_84,876,1749.6
85_to_89,924,2844.7
90+,1011,4854.7
