age,value,rate
0_to_4,102,126.2
5_to_9,103,92.3
10_to_14,134,149.6
15_to_19,510,578.8
20_to_24,1149,1383
25_to_29,1285,1337.7
30_to_34,1142,1122.7
35_to_39,1113,1151.1
40_to_44,1130,1208.5
45_to_49,1349,1570.5
50_to_54,1534,1502.6
55_to_59,1347,1190.1
60_to_64,835,843.8
65_to_69,415,443.5
70_to_74,379,409.1
75_to_79,463,688.1
80_to_84,546,1090.5
85_to_89,640,1970.3
90+,712,3419
