age,rate,value
0_to_4,2564.2,2073
5_to_9,1945.1,2171
10_to_14,3470.8,3109
15_to_19,8258.2,7276
20_to_24,13018.6,10816
25_to_29,10943.3,10512
30_to_34,9666,9832
35_to_39,9301.1,8993
40_to_44,8817.7,8245
45_to_49,10493.2,9013
50_to_54,9569.8,9770
55_to_59,7765.8,8790
60_to_64,6176.7,6112
65_to_69,3743.4,3503
70_to_74,3299.5,3057
75_to_79,4114,2768
80_to_84,5738.2,2873
85_to_89,8669.4,2816
90+,14266.5,2971
