"","age","rate","value"
"1","60_to_64",5741.4,87685
"2","15_to_19",6080.9,104559
"3","30_to_34",7703.3,148914
"4","85_to_89",7912.2,27760
"5","55_to_59",6086.9,117291
"6","20_to_24",8969.9,142417
"7","10_to_14",3621,65630
"8","35_to_39",7221.8,137255
"9","70_to_74",3472.7,46192
"10","50_to_54",7078.6,130197
"11","80_to_84",5325.6,33842
"12","0_to_4",2266.9,38384
"13","65_to_69",4122,55762
"14","5_to_9",2358.8,42686
"15","75_to_79",4140.2,37291
"16","40_to_44",6831.8,126328
"17","90+",11797.2,19611
"18","25_to_29",8350.1,149694
"19","45_to_49",7423.8,126219
