"","age","rate","value"
"1","55_to_59",165.8,3194
"2","60_to_64",200.6,3063
"3","0_to_4",14.1,239
"4","15_to_19",10.6,183
"5","5_to_9",4.4,80
"6","40_to_44",102.8,1900
"7","45_to_49",145.7,2477
"8","20_to_24",33.3,529
"9","70_to_74",257.9,3431
"10","90+",1262.7,2099
"11","25_to_29",67.3,1206
"12","65_to_69",214.5,2902
"13","35_to_39",80.8,1536
"14","30_to_34",74.7,1445
"15","80_to_84",655.1,4163
"16","10_to_14",5.8,105
"17","85_to_89",944.6,3314
"18","75_to_79",428.9,3863
"19","50_to_54",160.2,2947
