age,rate,value
0_to_4,2232.6,1891
5_to_9,1921.3,2034
10_to_14,3050.7,2874
15_to_19,5896.7,5467
20_to_24,9292.3,8298
25_to_29,7384.6,7853
30_to_34,6952.1,7407
35_to_39,6772.8,6520
40_to_44,6607.2,6040
45_to_49,7790.9,6518
50_to_54,7333.5,7112
55_to_59,6391.9,6858
60_to_64,5417.5,5087
65_to_69,3793.9,3360
70_to_74,3470.8,3007
75_to_79,4277.2,2545
80_to_84,5710.2,2267
85_to_89,7562.2,1618
90+,11567.4,1121
