"","age","rate","value"
"1","90+",13004.5,45651
"2","50_to_54",8094.1,151888
"3","75_to_79",3611,37554
"4","40_to_44",7863.5,148190
"5","70_to_74",2981.4,43206
"6","60_to_64",5683.7,90064
"7","35_to_39",8436.1,160910
"8","0_to_4",2267,36417
"9","10_to_14",3793.3,65462
"10","85_to_89",7706.3,40761
"11","20_to_24",11676.1,175435
"12","45_to_49",8584.5,147147
"13","30_to_34",9371.8,175093
"14","80_to_84",4935.6,39705
"15","65_to_69",3605,52054
"16","5_to_9",2143.5,39891
"17","25_to_29",10641.8,180393
"18","55_to_59",6643.3,131572
"19","15_to_19",7676,125487
