"","age","rate","value"
"1","5_to_9",2412.4,44896
"2","20_to_24",12383.2,186060
"3","30_to_34",10092,188548
"4","55_to_59",7057.3,139772
"5","10_to_14",4217.7,72786
"6","50_to_54",8600.1,161383
"7","75_to_79",3768.2,39188
"8","80_to_84",5135.1,41310
"9","90+",13525,47478
"10","60_to_64",6038.1,95679
"11","35_to_39",9095.5,173488
"12","85_to_89",8034.6,42497
"13","70_to_74",3125.8,45298
"14","65_to_69",3800.4,54876
"15","0_to_4",2497.3,40117
"16","45_to_49",9131.8,156529
"17","25_to_29",11353.9,192465
"18","40_to_44",8417.8,158636
"19","15_to_19",8200.7,134065
