age,rate,value
0_to_4,2052.1,1659
5_to_9,1584,1768
10_to_14,2948.3,2641
15_to_19,7390,6511
20_to_24,11443,9507
25_to_29,9486.9,9113
30_to_34,8364.4,8508
35_to_39,8126.2,7857
40_to_44,7776.1,7271
45_to_49,9291.7,7981
50_to_54,8459,8636
55_to_59,6822.3,7722
60_to_64,5422.8,5366
65_to_69,3232.6,3025
70_to_74,2888.3,2676
75_to_79,3544.7,2385
80_to_84,4917.3,2462
85_to_89,7327.1,2380
90+,11985.6,2496
