"","age","rate","value"
"1","55_to_59",302.1,5983
"2","50_to_54",356.5,6690
"3","45_to_49",349.6,5993
"4","0_to_4",15.5,249
"5","5_to_9",7,131
"6","35_to_39",241.2,4600
"7","75_to_79",376.2,3912
"8","90+",1616.9,5676
"9","15_to_19",39,638
"10","60_to_64",268.8,4260
"11","65_to_69",185,2672
"12","85_to_89",1051.4,5561
"13","10_to_14",10.8,186
"14","30_to_34",281.5,5260
"15","40_to_44",263,4957
"16","70_to_74",215.8,3127
"17","80_to_84",634.2,5102
"18","20_to_24",190.1,2856
"19","25_to_29",317.7,5385
