age,value,rate
0_to_4,224,277.1
5_to_9,211,189
10_to_14,289,322.6
15_to_19,1845,2094.1
20_to_24,2171,2613.1
25_to_29,1845,1920.7
30_to_34,1653,1625.1
35_to_39,1646,1702.4
40_to_44,1629,1742.2
45_to_49,1840,2142.2
50_to_54,2095,2052.1
55_to_59,1872,1653.9
60_to_64,1152,1164.2
65_to_69,602,643.3
70_to_74,535,577.4
75_to_79,588,873.9
80_to_84,666,1330.2
85_to_89,734,2259.7
90+,806,3870.3
