"","age","rate","value"
"1","50_to_54",8500.4,159512
"2","0_to_4",2442.6,39239
"3","35_to_39",8932.9,170386
"4","90+",13470.9,47288
"5","10_to_14",4013.9,69269
"6","85_to_89",7995.4,42290
"7","75_to_79",3743.5,38931
"8","80_to_84",5109.8,41106
"9","55_to_59",6981.4,138268
"10","15_to_19",8024.8,131188
"11","70_to_74",3103.9,44981
"12","5_to_9",2305.4,42905
"13","60_to_64",5980.3,94763
"14","40_to_44",8282.7,156090
"15","20_to_24",12235.3,183837
"16","30_to_34",9926,185447
"17","65_to_69",3771.2,54454
"18","25_to_29",11199.5,189848
"19","45_to_49",9008.4,154413
