"","age","rate","value"
"1","90+",8010.2,28119
"2","35_to_39",4892.4,93317
"3","20_to_24",7042.7,105818
"4","75_to_79",2197.1,22849
"5","45_to_49",5148.2,88246
"6","85_to_89",4864.4,25729
"7","40_to_44",4672.3,88051
"8","55_to_59",3823.3,75721
"9","60_to_64",3229.2,51170
"10","5_to_9",1261.6,23479
"11","25_to_29",6143.9,104148
"12","10_to_14",2518.8,43467
"13","30_to_34",5365.8,100248
"14","0_to_4",1236.6,19865
"15","80_to_84",3092.9,24881
"16","65_to_69",2077.7,30001
"17","70_to_74",1754.7,25429
"18","15_to_19",5279.6,86311
"19","50_to_54",4740,88947
