age,rate,value
0_to_4,2472.3,2094
5_to_9,2067.7,2189
10_to_14,3228,3041
15_to_19,6142.6,5695
20_to_24,9743.6,8701
25_to_29,7838.8,8336
30_to_34,7396.1,7880
35_to_39,7209.1,6940
40_to_44,6975.9,6377
45_to_49,8215.2,6873
50_to_54,7748,7514
55_to_59,6725.6,7216
60_to_64,5716.7,5368
65_to_69,4017.4,3558
70_to_74,3663.6,3174
75_to_79,4524.2,2692
80_to_84,6050.2,2402
85_to_89,8090.3,1731
90+,12506.4,1212
