"","age","rate","value"
"1","60_to_64",318.4,5046
"2","65_to_69",211.6,3056
"3","30_to_34",341.1,6373
"4","90+",2063,7242
"5","40_to_44",320.5,6039
"6","55_to_59",364.5,7220
"7","80_to_84",750.6,6038
"8","85_to_89",1282.2,6782
"9","35_to_39",294.7,5621
"10","45_to_49",424.8,7281
"11","0_to_4",17.6,283
"12","75_to_79",431.5,4487
"13","10_to_14",12.7,220
"14","5_to_9",9.1,170
"15","15_to_19",54.7,894
"16","70_to_74",244.1,3538
"17","20_to_24",250.2,3759
"18","25_to_29",390.8,6625
"19","50_to_54",428.7,8044
