age,rate,value
0_to_4,958.7,812
5_to_9,841.6,891
10_to_14,1490.3,1404
15_to_19,3351.2,3107
20_to_24,4686.5,4185
25_to_29,3299.7,3509
30_to_34,3085.1,3287
35_to_39,3058.2,2944
40_to_44,3058.6,2796
45_to_49,3729.3,3120
50_to_54,3335.7,3235
55_to_59,2955.5,3171
60_to_64,2371.7,2227
65_to_69,1719.7,1523
70_to_74,1648.3,1428
75_to_79,2317.6,1379
80_to_84,3093.1,1228
85_to_89,4276.5,915
90+,6717.6,651
