"","age","rate","value"
"1","90+",2950.7,4905
"2","30_to_34",237.1,4584
"3","10_to_14",21.7,393
"4","25_to_29",227.1,4072
"5","40_to_44",260.3,4813
"6","70_to_74",441.6,5874
"7","80_to_84",1209.7,7687
"8","85_to_89",1949,6838
"9","75_to_79",741.9,6682
"10","55_to_59",353.2,6806
"11","5_to_9",20.2,365
"12","20_to_24",138.1,2192
"13","15_to_19",45.4,781
"14","60_to_64",395.9,6046
"15","35_to_39",231.4,4398
"16","0_to_4",24.7,418
"17","50_to_54",369.4,6794
"18","45_to_49",348.6,5927
"19","65_to_69",377.1,5101
