"","age","rate","value"
"1","35_to_39",3690.1,70133
"2","10_to_14",2304.3,41765
"3","80_to_84",3426,21771
"4","20_to_24",5065.4,80425
"5","75_to_79",2518.3,22683
"6","15_to_19",3957.9,68055
"7","25_to_29",4369.1,78325
"8","55_to_59",3215,61951
"9","45_to_49",3984.4,67742
"10","40_to_44",3558.2,65795
"11","65_to_69",2267.3,30672
"12","60_to_64",3021.3,46143
"13","0_to_4",1127.3,19088
"14","85_to_89",5055.7,17738
"15","50_to_54",3779.7,69520
"16","70_to_74",2014,26789
"17","30_to_34",3947.9,76317
"18","90+",7331.8,12188
"19","5_to_9",1301.6,23554
