"","age","rate","value"
"1","5_to_9",176.7,3288
"2","15_to_19",1651.8,27004
"3","70_to_74",516.2,7480
"4","80_to_84",1326,10667
"5","30_to_34",1226.8,22921
"6","25_to_29",1498.7,25405
"7","35_to_39",1060.3,20224
"8","10_to_14",308.5,5324
"9","60_to_64",839.8,13308
"10","85_to_89",2289.2,12108
"11","90+",3883.9,13634
"12","75_to_79",801.6,8336
"13","20_to_24",1975.1,29676
"14","55_to_59",997.5,19756
"15","40_to_44",1034.5,19496
"16","50_to_54",1207,22649
"17","65_to_69",546.4,7890
"18","45_to_49",1236.7,21199
"19","0_to_4",220.6,3543
