age,rate,value
0_to_4,2617.5,2217
5_to_9,2214.1,2344
10_to_14,3347.9,3154
15_to_19,6269.9,5813
20_to_24,9922.7,8861
25_to_29,8009,8517
30_to_34,7567.8,8063
35_to_39,7385.7,7110
40_to_44,7107.1,6497
45_to_49,8376.6,7008
50_to_54,7881,7643
55_to_59,6839.3,7338
60_to_64,5803,5449
65_to_69,4086.3,3619
70_to_74,3705.2,3210
75_to_79,4599.8,2737
80_to_84,6120.8,2430
85_to_89,8216.5,1758
90+,12692.2,1230
