"","age","rate","value"
"1","85_to_89",1217.2,6438
"2","15_to_19",50.2,820
"3","0_to_4",17.3,278
"4","25_to_29",377.7,6402
"5","90+",1954.2,6860
"6","40_to_44",308.7,5818
"7","80_to_84",721.7,5806
"8","50_to_54",415,7788
"9","30_to_34",328.4,6136
"10","70_to_74",237.9,3448
"11","45_to_49",409.9,7026
"12","5_to_9",8.3,155
"13","65_to_69",205.7,2970
"14","10_to_14",12.3,212
"15","35_to_39",284.7,5430
"16","55_to_59",351.5,6962
"17","60_to_64",307.8,4877
"18","75_to_79",417.1,4338
"19","20_to_24",237.4,3567
