age,value,rate
0_to_4,149,175.9
5_to_9,118,111.5
10_to_14,206,218.7
15_to_19,564,608.3
20_to_24,904,1012.3
25_to_29,915,860.4
30_to_34,833,781.8
35_to_39,793,823.8
40_to_44,714,781.1
45_to_49,847,1012.4
50_to_54,898,926
55_to_59,961,895.7
60_to_64,658,700.7
65_to_69,460,519.4
70_to_74,525,606
75_to_79,574,964.7
80_to_84,556,1400.5
85_to_89,448,2093.8
90+,328,3384.6
