"","age","rate","value"
"1","10_to_14",20.2,367
"2","45_to_49",340,5781
"3","75_to_79",729.9,6574
"4","65_to_69",371.2,5022
"5","40_to_44",252.2,4664
"6","70_to_74",433.3,5764
"7","60_to_64",388.9,5939
"8","0_to_4",24.2,410
"9","5_to_9",18.3,331
"10","30_to_34",228.6,4419
"11","20_to_24",129.5,2056
"12","35_to_39",223.3,4244
"13","55_to_59",345,6648
"14","25_to_29",217.6,3901
"15","85_to_89",1912.8,6711
"16","15_to_19",41.9,720
"17","80_to_84",1188.6,7553
"18","50_to_54",359.9,6620
"19","90+",2880.3,4788
