"","age","rate","value"
"1","40_to_44",2244.7,42303
"2","55_to_59",2076.2,41119
"3","30_to_34",2681.9,50106
"4","80_to_84",1939.1,15599
"5","60_to_64",1758.6,27866
"6","35_to_39",2355.1,44922
"7","20_to_24",4120.2,61906
"8","5_to_9",457.5,8515
"9","85_to_89",3127.3,16541
"10","45_to_49",2603.5,44627
"11","50_to_54",2516.1,47215
"12","75_to_79",1320.4,13732
"13","15_to_19",3164.5,51733
"14","65_to_69",1144.3,16523
"15","90+",5148.7,18074
"16","10_to_14",884.3,15260
"17","0_to_4",546.2,8774
"18","70_to_74",992.8,14387
"19","25_to_29",3191.7,54104
