age,value,rate
0_to_4,591,697.8
5_to_9,594,561.1
10_to_14,951,1009.5
15_to_19,2560,2761.2
20_to_24,3437,3848.8
25_to_29,2806,2638.6
30_to_34,2589,2430
35_to_39,2300,2389.2
40_to_44,2199,2405.5
45_to_49,2486,2971.5
50_to_54,2561,2640.8
55_to_59,2594,2417.7
60_to_64,1775,1890.3
65_to_69,1176,1327.9
70_to_74,1138,1313.5
75_to_79,1150,1932.7
80_to_84,1036,2609.5
85_to_89,791,3697
90+,577,5954
