age,rate,value
0_to_4,2487.6,2107
5_to_9,2080.9,2203
10_to_14,3240.7,3053
15_to_19,6157.7,5709
20_to_24,9770.4,8725
25_to_29,7852,8350
30_to_34,7422.4,7908
35_to_39,7225.7,6956
40_to_44,6994.5,6394
45_to_49,8234.3,6889
50_to_54,7761.4,7527
55_to_59,6743.3,7235
60_to_64,5728.4,5379
65_to_69,4027.6,3567
70_to_74,3668.2,3178
75_to_79,4537.7,2700
80_to_84,6070.4,2410
85_to_89,8109,1735
90+,12568.4,1218
