age,rate,value
0_to_4,1687.2,1429
5_to_9,1494.3,1582
10_to_14,2409.6,2270
15_to_19,4803,4453
20_to_24,7176.9,6409
25_to_29,5447.5,5793
30_to_34,5168.8,5507
35_to_39,5191.8,4998
40_to_44,5115.1,4676
45_to_49,6037.4,5051
50_to_54,5533.1,5366
55_to_59,4828.9,5181
60_to_64,4034.1,3788
65_to_69,2877,2548
70_to_74,2638.6,2286
75_to_79,3310.8,1970
80_to_84,4292.1,1704
85_to_89,5557.1,1189
90+,8719.4,845
