"","age","rate","value"
"1","90+",6918.3,24286
"2","10_to_14",1833.7,31645
"3","65_to_69",1625.5,23471
"4","35_to_39",3619.9,69046
"5","15_to_19",4353.4,71169
"6","45_to_49",3905.9,66951
"7","20_to_24",5548,83359
"8","70_to_74",1399.9,20287
"9","60_to_64",2522.4,39970
"10","55_to_59",2970.6,58833
"11","50_to_54",3646.3,68423
"12","80_to_84",2621.2,21086
"13","0_to_4",897,14409
"14","30_to_34",3985.3,74456
"15","5_to_9",901.8,16782
"16","25_to_29",4591.1,77826
"17","85_to_89",4184.3,22132
"18","40_to_44",3465,65299
"19","75_to_79",1819.8,18925
