"","age","rate","value"
"1","70_to_74",771.9,10268
"2","75_to_79",1125.4,10137
"3","30_to_34",1066.9,20625
"4","45_to_49",1052.3,17891
"5","50_to_54",1050,19313
"6","35_to_39",966.1,18361
"7","0_to_4",250.8,4246
"8","15_to_19",1415.7,24342
"9","90+",3943.2,6555
"10","20_to_24",1746.4,27728
"11","55_to_59",932.7,17972
"12","80_to_84",1714.2,10893
"13","5_to_9",225.9,4088
"14","65_to_69",777.9,10523
"15","85_to_89",2627,9217
"16","40_to_44",903.5,16706
"17","25_to_29",1214.2,21767
"18","60_to_64",930.5,14211
"19","10_to_14",362.7,6573
