"","age","rate","value"
"1","40_to_44",8110.5,152845
"2","35_to_39",8735.8,166626
"3","80_to_84",5048.3,40611
"4","20_to_24",12014.2,180515
"5","50_to_54",8347.4,156641
"6","30_to_34",9707.5,181364
"7","90+",13333,46804
"8","45_to_49",8842.1,151562
"9","85_to_89",7900.9,41790
"10","70_to_74",3065.5,44424
"11","5_to_9",2230,41501
"12","60_to_64",5880.4,93181
"13","15_to_19",7856.2,128433
"14","65_to_69",3716.6,53666
"15","75_to_79",3699.4,38473
"16","0_to_4",2367.1,38026
"17","25_to_29",10982.6,186171
"18","10_to_14",3895,67218
"19","55_to_59",6859.1,135847
