age,rate,value
0_to_4,2302.3,1950
5_to_9,1955.3,2070
10_to_14,3085.7,2907
15_to_19,5944.2,5511
20_to_24,9424.4,8416
25_to_29,7507.8,7984
30_to_34,7058.2,7520
35_to_39,6892.3,6635
40_to_44,6711.2,6135
45_to_49,7920,6626
50_to_54,7440.7,7216
55_to_59,6479.5,6952
60_to_64,5502.7,5167
65_to_69,3850.3,3410
70_to_74,3512.4,3043
75_to_79,4322.5,2572
80_to_84,5803.4,2304
85_to_89,7702.4,1648
90+,11815.1,1145
